BLM,ELM,County,Route,Sp. Case,Co. Seq.,Road_Name,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,Sp Systems 2,Sp Systems 3,State Aid Code,US Rte Nbr,US Rte Nbr 2,HPMS Sect ID,State Route Designation
3.758,4.08,33,3603,0,1,HICKORY VALLEY RD,18,4,16,52,52,,,,,,,,
0,1.3,33,3604,0,1,STANDIFER GAP RD,18,4,17,52,52,,,,,,,,
1.3,1.99,33,3604,0,1,STANDIFER GAP RD,18,4,16,52,52,,,,,,,,
1.99,2.134,33,3604,0,1,STANDIFER GAP RD,18,4,16,52,52,,,,,,,3.30E+11,
2.134,2.837,33,3604,0,1,STANDIFER GAP RD,18,4,16,52,52,,,,,,,,
2.837,3.709,33,3604,0,1,STANDIFER GAP RD,18,4,16,52,52,22,,,33023,,,,
0,0.49,33,3605,0,1,CHICKAMAUGA RD,18,4,16,52,52,,,,,,,3.30E+11,
0.49,1.35,33,3605,0,1,AIRPORT RD,29,4,16,52,52,,,,,,,,
1.35,3.08,33,3605,0,1,AIRPORT RD,18,4,16,52,52,,,,,,,,
0,1.78,33,3607,0,1,JENKINS RD,18,4,16,52,52,,,,,,,3.30E+11,
1.78,1.785,33,3607,0,1,JENKINS RD,18,4,16,52,52,,,,,,,,
0,1.25,33,3608,0,1,GRAYSVILLE RD,18,4,16,52,52,,,,,,,,
0,1.014,33,3609,0,1,SPRING CREEK RD,18,4,16,89,52,,,,,,,,
1.014,1.5,33,3609,0,1,SPRING CREEK RD,18,4,16,52,52,,,,,,,,
0,1.558,33,3610,0,1,MCBRIEN RD,18,4,16,89,52,,,,,,,,
1.558,2.07,33,3610,0,1,MCBRIEN RD,18,4,16,52,52,,,,,,,,
0,0.18,33,3611,0,1,BELVOIR AVE,18,4,16,89,52,,,,,,,,
0.18,0.997,33,3611,0,1,BELVOIR AVE,18,4,16,89,52,,,,,,,3.30E+11,
0.997,0.998,33,3611,0,1,BELVOIR AVE,18,4,16,89,52,,,,,,,,
0.998,1.05,33,3611,0,1,BELVOIR AVE,18,4,16,52,52,,,,,,,,
1.05,1.5,33,3611,0,1,BELVOIR AVE,18,4,16,52,52,,,,,,,3.30E+11,
1.5,1.61,33,3611,0,1,BELVOIR AVE,18,4,16,52,52,,,,,,,3.30E+11,
0,1.77,33,3612,0,1,TALLEY RD,18,4,17,52,52,,,,,,,,
0,0.26,33,3613,0,1,OAK ST,18,4,16,52,52,,,,,,,,
0.26,0.33,33,3613,0,1,SHALLOWFORD RD,18,4,16,52,52,,,,,,,,
0.33,0.78,33,3613,0,1,SHALLOWFORD RD,18,4,16,52,52,,,,,,,3.30E+11,
0.78,1.02,33,3613,0,1,SHALLOWFORD RD,18,4,16,52,52,,,,,,,,
1.02,1.144,33,3613,0,1,SHALLOWFORD RD,18,4,16,245,52,,,,,,,,
1.144,1.59,33,3613,0,1,SHALLOWFORD RD,18,4,16,52,52,,,,,,,,
1.59,1.7,33,3613,0,1,SHALLOWFORD RD,18,4,16,52,52,,,,,,,3.30E+11,
1.7,2.69,33,3613,0,1,SHALLOWFORD RD,18,4,16,52,52,,,,,,,,
0,0.51,33,3614,0,1,CENTRAL AVE ,18,4,17,52,52,,,,,,,,
0.51,1.27,33,3614,0,1,WORKMAN RD,18,4,17,52,52,,,,,,,,
1.27,2.03,33,3614,0,1,WORKMAN RD,18,4,17,52,52,,,,,,,3.30E+11,
0,0.54,33,3615,0,1,WILSON RD,18,4,17,52,52,,,,,,,,
0.54,0.86,33,3615,0,1,WILSON RD,18,4,17,52,52,,,,,,,3.30E+11,
0,0.003,33,3617,0,1,E BROW RD,18,4,17,52,52,,,,,,,3.30E+11,
0.003,0.185,33,3617,0,1,E BROW RD,18,4,17,172,52,,,,,,,3.30E+11,
0.185,0.237,33,3617,0,1,E BROW RD,18,4,17,52,52,,,,,,,3.30E+11,
0.237,0.47,33,3617,0,1,E BROW RD,18,4,17,172,52,,,,,,,3.30E+11,
0.47,0.79,33,3617,0,1,E BROW RD,18,4,17,172,52,,,,,,,3.30E+11,
0.79,0.927,33,3617,0,1,E BROW RD,18,4,17,172,52,,,,,,,3.30E+11,
0.927,1,33,3617,0,1,N BRAGG AVE,18,4,17,172,52,,,,,,,,
1,1.18,33,3617,0,1,N BRAGG AVE,18,4,17,172,52,,,,,,,3.30E+11,
1.18,1.88,33,3617,0,1,N BRAGG AVE,18,4,17,172,52,,,,,,,3.30E+11,
1.88,2.096,33,3617,0,1,S BRAGG AVE,18,4,17,172,52,,,,,,,3.30E+11,
2.096,2.5,33,3617,0,1,FLEETWOOD DR,18,4,17,172,52,,,,,,,3.30E+11,
2.5,2.76,33,3617,0,1,FLEETWOOD DR,18,4,17,172,52,,,,,,,3.30E+11,
0,0.27,33,3618,0,1,W FLEETWOOD DR ,18,4,17,172,52,,,,,,,3.30E+11,
0,0.28,33,3619,0,1,MANUFACTURERS RD,18,4,16,52,52,,,,,,,3.30E+11,
0.28,0.43,33,3619,0,1,MANUFACTURERS RD,26,4,16,52,52,,,,,,,,
0.43,0.93,33,3619,0,1,MANUFACTURERS RD,26,4,17,52,52,,,,,,,,
0.93,1.101,33,3619,0,1,MANUFACTURERS RD,18,4,17,52,52,,,,,,,,
1.101,1.15,33,3619,0,1,RIVERSIDE AVE,18,4,17,52,52,,,,,,,,
1.15,1.35,33,3619,0,1,RIVERSIDE AVE,18,4,17,52,52,,,,,,,3.30E+11,
0,0.76,33,3620,0,1,HAMM RD,26,4,17,52,52,,,,,,,,
0,0.046,33,3621,0,1,PINEVILLE RD,18,4,17,241,52,,,,,,,,
0.046,0.94,33,3621,0,1,PINEVILLE RD,18,4,17,52,52,,,,,,,,
0.94,1.93,33,3621,0,1,PINEVILLE RD,26,4,17,52,52,,,,,,,,
1.93,2.33,33,3621,0,1,MOCCASIN BEND RD,26,4,17,52,52,,,,,,,3.30E+11,
2.33,4.12,33,3621,0,1,MOCCASIN BEND RD,18,4,18,52,52,,,,,,,,
0,0.4,33,3622,0,1,BROWNS FERRY RD,18,4,16,52,52,,,,,,,3.30E+11,
0.4,0.51,33,3622,0,1,BROWNS FERRY RD,18,4,16,52,52,,,,,,,3.30E+11,
0.51,1.49,33,3622,0,1,BROWNS FERRY RD,18,4,16,52,52,,,,,,,,
1.49,1.8,33,3622,0,1,BROWNS FERRY RD,18,4,18,52,52,,,,,,,3.30E+11,
1.8,2.44,33,3622,0,1,BROWNS FERRY RD,18,4,18,52,52,,,,,,,3.30E+11,
2.44,2.726,33,3622,0,1,BROWNS FERRY RD,18,4,18,52,52,,,,,,,3.30E+11,
2.726,2.95,33,3622,0,1,BURGESS RD,18,4,18,52,52,,,,,,,3.30E+11,
0,2.74,33,3623,0,1,ELDER MOUNTAIN RD,18,4,18,52,52,,,,,,,,
0,0.57,33,3624,0,1,W MANNING ST,18,4,17,52,52,,,,,,,,
0,0.218,33,3625,0,1,S FOREST AVE,18,4,17,172,52,,,,,,,3.30E+11,
0.218,0.73,33,3625,0,1,OCHS HWY EXT,18,2,17,,52,,,,,,,3.30E+11,
0,1.109,33,3630,0,1,MONTLAKE RD,18,4,17,272,52,22,,,33013,,,,
1.109,4.86,33,3630,0,1,MONTLAKE RD,11,2,8,,,22,,,33013,,,,
0,0.65,33,3631,0,1,THRASHER PK,18,4,16,272,52,22,,,33007,,,3.30E+11,
0,0.01,33,3632,0,1,DAISY-DALLAS RD,18,2,16,,52,,,,,,,,
0.01,1.811,33,3632,0,1,DAISY-DALLAS RD,18,4,16,272,52,,,,,,,,
1.811,2.594,33,3632,0,1,DAISY-DALLAS RD,18,4,17,272,52,,,,,,,,
2.594,2.86,33,3632,0,1,BEAN ST,18,4,17,272,52,,,,,,,,
0,2.31,33,3633,0,1,DAYTON PK,18,4,16,272,52,,,,,,,,
0,1.631,33,3634,0,1,DAYTON PK,18,4,16,272,52,,,,,,,3.30E+11,
0,1.816,33,4019,0,1,LULLWATER RD,18,4,17,241,52,,,,,,,3.30E+11,
1.816,1.93,33,4019,0,1,SIMS RD,18,4,17,241,52,,,,,,,3.30E+11,
0,0.38,33,4020,0,1,MARTIN RD ,18,4,17,241,52,,,,,,,3.30E+11,
0.38,1.43,33,4020,0,1,MARTIN RD ,18,4,17,241,52,,,,,,,3.30E+11,
1.43,1.48,33,4020,0,1,MARTIN RD ,18,4,17,241,52,,,,,,,,
1.48,1.56,33,4020,0,1,CRISMAN ST ,18,4,17,241,52,,,,,,,,
0,0.14,33,4021,0,1,MCCAHILL RD,18,4,17,241,52,,,,,,,3.30E+11,
0.14,1.341,33,4021,0,1,MCCAHILL RD,18,4,17,241,52,,,,,,,,
1.341,1.35,33,4021,0,1,MCCAHILL RD,18,4,17,52,52,,,,,,,,
1.35,2.1,33,4021,0,1,MCCAHILL RD,18,4,18,52,52,,,,,,,3.30E+11,
2.1,2.48,33,4021,0,1,MCCAHILL RD,18,4,18,52,52,,,,,,,,
0,1.017,33,4022,0,1,GREENS LAKE RD,18,4,16,89,52,,,,,,,,
1.017,1.04,33,4022,0,1,KINGWOOD DR,18,4,16,89,52,,,,,,,,
0,0.785,33,4029,0,1,S PALISADES DR,18,4,17,266,52,,,,,,,,
0.785,1.619,33,4029,0,1,N PALISADES DR,18,4,17,266,52,,,,,,,,
1.619,2.49,33,4029,0,1,N PALISADES DR,18,4,17,266,52,,,,,,,3.30E+11,
2.49,2.5,33,4029,0,1,E BROWN RD,18,4,17,327,52,,,,,,,3.30E+11,
2.5,3.51,33,4029,0,1,E BROWN RD,18,4,17,327,52,,,,,,,3.30E+11,
0,0.76,33,4033,0,1,HEDGEWOOD DR ,18,4,17,241,52,,,,,,,,
0,0.262,33,4034,0,1,MOUNTAIN CREEK RD,18,4,18,52,52,,,,,,,,
0.262,1.71,33,4034,0,1,BROWNTOWN RD,18,4,18,52,52,,,,,,,3.30E+11,
1.71,1.719,33,4034,0,1,BROWNTOWN RD,18,4,16,52,52,,,,,,,,
1.719,1.98,33,4034,0,1,BROWNTOWN RD,18,4,16,241,52,,,,,,,,
1.98,2.05,33,4034,0,1,WICKLEY RD,18,4,17,241,52,,,,,,,,
2.05,2.12,33,4034,0,1,APPIAN WAY,18,4,17,241,52,,,,,,,,
2.12,2.91,33,4034,0,1,APPIAN DR,18,4,17,241,52,,,,,,,,
0,0.07,33,4035,0,1,APPIAN WAY,18,4,17,241,52,,,,,,,,
0,0.294,33,4086,0,1,N HERMITAGE AVE,18,4,17,172,52,,,,,,,,
0.294,0.47,33,4086,0,1,WHITESIDE ST,18,4,17,172,52,,,,,,,,
0.47,0.94,33,4086,0,1,WATAUGA LN,18,4,17,172,52,,,,,,,,
0.94,0.95,33,4086,0,1,W BROW RD,18,4,17,172,52,,,,,,,3.30E+11,
0.95,1.081,33,4086,0,1,W SUNSET RD,18,4,17,172,52,,,,,,,3.30E+11,
1.081,1.263,33,4086,0,1,W BROW OVAL,18,4,17,172,52,,,,,,,3.30E+11,
1.263,1.94,33,4086,0,1,STEPHENSON AVE,18,4,17,172,52,,,,,,,3.30E+11,
0,0.448,33,4087,0,1,HAMPTON RD,18,4,17,266,52,,,,,,,,
0.448,0.506,33,4087,0,1,HAMPTON RD,18,4,17,266,52,,,,,,,3.30E+11,
0.506,0.758,33,4087,0,1,HAMPTON RD,18,4,17,327,52,,,,,,,3.30E+11,
0.758,0.76,33,4087,0,1,HAMPTON RD,18,4,17,327,52,,,,,,,,
0,0.725,33,4088,0,1,JAMES BLVD,18,4,17,266,52,,,,,,,3.30E+11,
0.725,1.37,33,4088,0,1,SIGNAL MOUNTAIN BLVD,18,4,17,266,52,,,,,,,3.30E+11,
0,1.6,33,4125,0,1,GANN RD,18,2,18,,52,22,,,33006,,,3.30E+11,
1.6,1.617,33,4125,0,1,GANN RD,18,2,18,,52,,,,,,,,
1.617,3.18,33,4125,0,1,GANN RD,18,4,17,272,52,,,,,,,,
0,2.09,33,4126,0,1,MOSES RD,18,2,18,,52,,,,,,,,
2.09,3.38,33,4126,0,1,BOY SCOUT RD,18,2,16,,52,22,,,33005,,,,
0,0.01,33,4127,0,1,E BOY SCOUT RD,18,2,16,,52,22,,,33004,,,3.30E+11,
0.01,1.28,33,4127,0,1,E BOY SCOUT RD,18,4,16,52,52,22,,,33004,,,3.30E+11,
0,0.01,33,4128,0,1,BOWMAN RD,18,4,18,272,52,,,,,,,,
0.01,0.782,33,4128,0,1,BOWMAN RD,18,2,18,,52,,,,,,,,
0.782,1.35,33,4128,0,1,CRABTREE RD,18,2,18,,52,,,,,,,,
1.35,1.96,33,4128,0,1,CRABTREE RD,18,2,18,,52,22,,,33003,,,,
0,2.068,33,4132,0,1,TALLANT RD,18,4,17,60,52,,,,,,,,
2.068,2.555,33,4132,0,1,TALLANT RD,18,4,18,60,52,,,,,,,3.30E+11,
2.555,3.17,33,4132,0,1,TALLANT RD,18,2,18,,52,,,,,,,3.30E+11,
0,3.05,33,4133,0,1,HAMILL RD ,18,4,16,52,52,,,,,,,,
0,1.45,33,4134,0,1,CASSANDRA SMITH RD ,18,4,16,52,52,,,,,,,,
0,1.715,33,4135,0,1,LAKE RESORT DR,18,4,16,52,52,,,,,,,,
1.715,2.37,33,4135,0,1,FAIRVIEW RD,18,4,16,52,52,,,,,,,,
2.37,4.348,33,4135,0,1,FAIRVIEW RD,18,4,17,52,52,,,,,,,,
4.348,4.574,33,4135,0,1,FAIRVIEW RD,18,2,17,,52,,,,,,,,
4.574,4.645,33,4135,0,1,FAIRVIEW RD,18,4,17,52,52,,,,,,,,
4.645,5.723,33,4135,0,1,FAIRVIEW RD,18,2,17,,52,,,,,,,,
5.723,6.11,33,4135,0,1,GOLD POINT CIRCLE RD,18,2,17,,52,,,,,,,,
0,1.06,33,4136,0,1,GANN STORE RD,18,4,18,52,52,,,,,,,,
1.06,1.74,33,4136,0,1,GANN STORE RD,18,4,18,52,52,,,,,,,3.30E+11,
1.74,2.1,33,4136,0,1,HAMILL RD,18,4,18,52,52,,,,,,,3.30E+11,
0,0.013,33,4137,0,1,CHAMPION RD,18,4,18,52,52,,,,,,,3.30E+11,
0.013,1.45,33,4137,0,1,CHAMPION RD,18,2,18,,52,,,,,,,3.30E+11,
1.45,2.52,33,4137,0,1,HARRISON PK,18,2,18,,52,,,,,,,3.30E+11,
2.52,3.4,33,4137,0,1,GLOVER RD,18,2,18,,52,,,,,,,3.30E+11,
0,1.75,33,4138,0,1,N HICKORY VALLEY RD,18,2,18,,52,,,,,,,3.30E+11,
1.75,1.78,33,4138,0,1,N HICKORY VALLEY RD,18,4,18,52,52,,,,,,,3.30E+11,
0,0.064,33,4139,0,1,CLARK RD,18,4,18,52,52,,,,,,,,
0.064,1.65,33,4139,0,1,CLARK RD,18,2,18,,52,,,,,,,,
0,0.191,33,4140,0,1,TYNER LN,18,4,18,52,52,,,,,,,3.30E+11,
0.191,0.692,33,4140,0,1,TYNER LN,18,2,18,,52,,,,,,,3.30E+11,
0.692,0.7,33,4140,0,1,BAY SHORE RD,18,2,18,,52,,,,,,,3.30E+11,
0.7,1.321,33,4140,0,1,BAY SHORE RD,18,2,18,,52,,,,,,,,
1.321,2.27,33,4140,0,1,WACONDA POINT RD,18,2,18,,52,,,,,,,3.30E+11,
0,0.7,33,4141,0,1,HARRISON-OOLTEWAH RD,18,2,18,,52,,,,,,,3.30E+11,
0,0.1,33,4144,0,1,BANKS RD,18,2,16,,52,22,,,33058,,,,
0.1,2.27,33,4144,0,1,BANKS RD,18,2,16,,52,22,,,33058,,,3.30E+11,
0,0.6,33,4145,0,1,OLD LEE HWY,18,4,16,52,52,,,,,,,,
0.6,1.15,33,4145,0,1,OLD LEE HWY,18,4,16,52,52,,,,,,,3301S3170540,
1.15,2.18,33,4145,0,1,OLD LEE HWY,18,4,16,52,52,,,,,,,3301S3170596,
2.18,2.21,33,4145,0,1,OLD LEE HWY,18,4,16,52,52,,,,,,,,
2.21,2.76,33,4145,0,1,OLD LEE HWY,18,4,16,52,52,22,,,33038,,,,
2.76,3.725,33,4145,0,1,OLD LEE HWY,18,2,16,,52,22,,,33038,,,,
3.725,4.2,33,4145,0,1,OLD LEE HWY,18,4,16,52,52,22,,,33038,,,,
4.2,4.207,33,4145,0,1,OLD LEE HWY,18,4,16,60,52,22,,,33038,,,,
4.207,4.64,33,4145,0,1,OLD LEE HWY,18,4,16,60,52,22,,,33038,,,3.30E+11,
0,1.02,33,4146,0,1,E COLLEGE DR,18,4,18,60,52,,,,,,,,
0,0.27,33,4147,0,1,N MACK SMITH RD,18,4,17,89,52,,,,,,,3.30E+11,
0,0.98,33,4148,0,1,BENNETT RD,18,4,17,89,52,,,,,,,,
0.98,1.647,33,4148,0,1,BENNETT RD,18,4,17,89,52,,,,,,,3.30E+11,
1.647,2.28,33,4148,0,1,S SEMINOLE DR,18,4,17,89,52,,,,,,,3.30E+11,
2.28,3.329,33,4148,0,1,S SEMINOLE DR,18,4,17,89,52,,,,,,,,
3.329,3.472,33,4148,0,1,S SEMINOLE DR,18,4,17,52,52,,,,,,,,
3.472,3.705,33,4148,0,1,NAVAJO DR,18,4,17,52,52,,,,,,,,
3.705,4.13,33,4148,0,1,NAVAJO DR,18,4,17,89,52,,,,,,,,
0,0.06,33,4149,0,1,S CREST RD ,18,4,16,52,52,,,,,,,,
0,0.19,33,4150,0,1,BURNT MILL RD,18,4,17,52,52,,,,,,,,
0.19,0.302,33,4150,0,1,LEE AVE,18,4,18,52,52,,,,,,,,
0.302,1.73,33,4150,0,1,TENNESSEE AVE,18,4,18,52,52,,,,,,,,
0,0.73,33,4152,0,1,CUMMINGS RD,18,4,18,52,52,,,,,,,,
0,0.44,33,4157,0,1,N WATAUGA LN,18,4,17,172,52,,,,,,,,
0,0.93,33,4416,0,1,ELY RD,18,4,17,52,52,,,,,,,,
0.93,1.489,33,4416,0,1,DELASHMITT RD,18,4,17,52,52,,,,,,,,
1.489,1.83,33,4416,0,1,DELASHMITT RD,18,4,17,241,52,,,,,,,,
0,1.66,33,4417,0,1,CENTRAL AVE ,18,4,16,52,52,,,,,,,,
0,0.27,33,4418,0,1,GLENWOOD DR,16,4,14,52,52,,,,,,,3301S0170310,
0.27,0.39,33,4418,0,1,GLENWOOD DR,16,4,14,52,52,,,,,,,,
0.39,0.64,33,4418,0,1,GLENWOOD DR,18,4,16,52,52,,,,,,,,
0.64,0.74,33,4418,0,1,GLENWOOD DR,18,4,16,52,52,,,,,,,3.30E+11,
0.74,1.4,33,4418,0,1,GLENWOOD DR,18,4,16,52,52,,,,,,,,
1.4,2.61,33,4418,0,1,N CHAMBERLAIN AVE,18,4,16,52,52,,,,,,,,
0,1.19,33,4420,0,1,DODSON AVE,18,4,17,52,52,,,,,,,,
1.19,1.387,33,4420,0,1,HARRISON PK,18,4,17,52,52,,,,,,,,
1.387,1.73,33,4420,0,1,ADDISON RD,18,4,17,52,52,,,,,,,,
0,0.261,33,4421,0,1,GREENLEAF ST,18,4,17,241,52,,,,,,,,
0.261,1.07,33,4421,0,1,LAMAR AVE,18,4,17,241,52,,,,,,,,
0,1.043,33,4422,0,1,ASHMORE AVE,18,4,17,241,52,,,,,,,,
1.043,1.113,33,4422,0,1,E MIDVALE AVE,18,4,17,241,52,,,,,,,,
1.113,2.149,33,4422,0,1,E LYNDON AVE,18,4,17,241,52,,,,,,,,
2.149,2.4,33,4422,0,1,CULVER ST,18,4,17,241,52,,,,,,,3.30E+11,
2.4,2.43,33,4422,0,1,CULVER ST,18,4,17,241,52,,,,,,,,
2.43,2.9,33,4422,0,1,EASTON AVE,18,4,17,241,52,,,,,,,,
2.9,3.316,33,4422,0,1,LUPTON DR,18,4,16,241,52,,,,,,,,
3.316,4.35,33,4422,0,1,LUPTON DR,18,4,16,52,52,,,,,,,,
4.35,4.89,33,4422,0,1,LUPTON DR,18,4,18,52,52,,,,,,,,
0,0.14,33,4425,0,1,W 12TH ST ,18,4,16,52,52,,,,,,,,
0.14,0.36,33,4425,0,1,W 12TH ST ,18,4,16,52,52,,,,,,,,
0,0.989,33,4427,0,1,DAISY-DALLAS RD,18,2,16,,52,22,,,33056,,,,
0.989,1.53,33,4427,0,1,DAISY-DALLAS RD,18,4,16,161,52,22,,,33056,,,,
0,0.359,33,4428,0,1,SCHOOL DR,18,4,17,52,52,,,,,,,,
0.359,0.365,33,4428,0,1,SCHOOL DR,18,4,17,52,52,,,,,,,3.30E+11,
0.365,0.802,33,4428,0,1,GRUBB RD,18,4,17,52,52,,,,,,,3.30E+11,
0.802,1.31,33,4428,0,1,GRUBB RD,18,4,17,52,52,,,,,,,,
0,0.51,33,4459,0,1,CARTER ST ,18,4,17,52,52,,,,,,,,
0,1.08,33,4463,0,1,HIXSON PK,18,4,18,272,52,,,,,,,3.30E+11,
0,0.754,33,4470,0,1,BOY SCOUT RD ,18,4,16,52,52,22,,,33005,,,,
0.754,1.38,33,4470,0,1,BOY SCOUT RD ,18,2,16,,52,22,,,33005,,,,
0,0.47,33,4476,0,1,WISDOM ST ,18,4,17,52,52,,,,,,,,
0.47,0.65,33,4476,0,1,RIVERSIDE DR ,18,4,17,52,52,,,,,,,,
0.65,2.14,33,4476,0,1,RIVERSIDE DR ,18,4,17,52,52,,,,,,,3.30E+11,
0,0.015,33,4969,0,1,DALLAS HOLLOW RD,18,2,16,,52,,,,,,,3.30E+11,
0.015,0.6,33,4969,0,1,DALLAS HOLLOW RD,18,4,16,272,52,,,,,,,3.30E+11,
0.6,0.662,33,4969,0,1,DALLAS HOLLOW RD,18,4,16,272,52,,,,,,,,
0.662,0.829,33,4969,0,1,DALLAS HOLLOW RD,18,4,16,272,52,22,,,33037,,,,
0.829,1.884,33,4969,0,1,DALLAS HOLLOW RD,18,4,16,272,52,,,,,,,,
1.884,3.08,33,4969,0,1,DALLAS HOLLOW RD,18,4,16,272,52,,,,,,,3.30E+11,
0,0.01,33,4972,0,1,ROBERTS MILL RD,18,4,16,272,52,22,,,33039,,,3.30E+11,
0.01,1.17,33,4972,0,1,ROBERTS MILL RD,18,2,16,,52,22,,,33039,,,3.30E+11,
1.17,1.42,33,4972,0,1,ROBERTS MILL RD,18,2,16,,52,22,,,33041,,,3.30E+11,
1.42,2.72,33,4972,0,1,ROBERTS MILL RD,18,2,16,,52,22,,,33041,,,,
2.72,3.272,33,4972,0,1,ROBERTS MILL RD,18,2,16,,52,22,,,33041,,,3.30E+11,
3.272,4.39,33,4972,0,1,SAWYER PK,18,2,16,,52,22,,,33041,,,3.30E+11,
4.39,5.04,33,4972,0,1,SAWYER PK,18,2,16,,52,22,,,33041,,,,
5.04,5.75,33,4972,0,1,SAWYER PK,18,2,16,,52,22,,,33041,,,3.30E+11,
0,0.012,33,4975,0,1,MOUNTAIN VIEW RD,18,2,16,,52,22,,,33029,,,,
0.012,1.473,33,4975,0,1,MOUNTAIN VIEW RD,18,4,16,52,52,22,,,33029,,,,
1.473,2.41,33,4975,0,1,MOUNTAIN VIEW RD,18,2,16,,52,22,,,33029,,,,
0,1.66,33,4976,0,1,LITTLE DEBBIE PKWY,18,4,16,60,52,,,,,,,,
1.66,1.709,33,4976,0,1,LITTLE DEBBIE PKWY,18,4,16,60,52,22,,,33038,,,,
1.709,1.74,33,4976,0,1,LITTLE DEBBIE PKWY,18,4,16,52,52,22,,,33038,,,,
0,0.63,33,4977,0,1,PROSPECT CHURCH RD,18,4,18,60,52,,,,,,,,
0.63,1.484,33,4977,0,1,PROSPECT CHURCH RD,18,4,18,60,52,,,,,,,3.30E+11,
1.484,2.18,33,4977,0,1,PROSPECT CHURCH RD,18,2,18,,52,,,,,,,,
0,0.14,33,4978,0,1,LOVELL RD,18,4,18,272,52,,,,,,,,
0.14,0.75,33,4978,0,1,LOVELL RD,18,4,18,272,52,,,,,,,3.30E+11,
0.75,0.768,33,4978,0,1,GREEN POND RD,18,4,18,272,52,22,,,33037,,,,
0.768,3.79,33,4978,0,1,LOVELL RD,18,4,18,272,52,,,,,,,,
0,0.47,33,4979,0,1,LEE AVE ,18,4,17,52,52,,,,,,,,
0.47,1.26,33,4979,0,1,CENTRAL AVE ,18,4,17,52,52,,,,,,,,
0,0.49,33,4980,0,1,W 33RD ST ,18,4,17,52,52,,,,,,,,
0,0.57,33,4981,0,1,CLIO AVE ,18,4,17,52,52,,,,,,,,
0.57,1.38,33,4981,0,1,S HICKORY ST  ,18,4,17,52,52,,,,,,,,
0,1.01,33,4982,0,1,E 28TH ST,18,4,17,52,52,,,,,,,,
0,0.4,33,4983,0,1,E 29TH ST ,18,4,17,52,52,,,,,,,,
0,3.038,33,4984,0,1,S CREST RD,18,4,17,52,52,,,,,,,,
3.038,4.19,33,4984,0,1,N CREST RD,18,4,17,52,52,,,,,,,,
4.19,4.82,33,4984,0,1,N CREST RD,18,4,17,52,52,,,,,,,3.30E+11,
4.82,5.12,33,4984,0,1,N CREST RD,18,4,17,52,52,,,,,,,,
5.12,6.702,33,4984,0,1,N CREST RD,18,4,17,52,52,,,,,,,3.30E+11,
6.702,6.88,33,4984,0,1,CAMPBELL ST,18,4,17,52,52,,,,,,,,
0,0.59,33,4985,0,1,E MAIN ST ,18,4,17,52,52,,,,,,,,
0,1.085,33,4986,0,1,N CONCORD RD,18,4,17,52,52,,,,,,,,
1.085,1.87,33,4986,0,1,HAMILTON PLACE BLVD,18,4,17,52,52,,,,,,,,
1.87,2.12,33,4986,0,1,HAMILTON PLACE BLVD,18,4,17,52,52,,,,,,,3.30E+11,
2.12,2.19,33,4986,0,1,HAMILTON PLACE BLVD,18,4,17,52,52,,,,,,,,
0,1.895,33,4987,0,1,GUNBARREL RD,18,4,14,52,52,,,,,,,,
1.895,2.01,33,4987,0,1,GUNBARREL RD,18,4,16,52,52,,,,,,,3.30E+11,
2.01,2.6,33,4987,0,1,GUNBARREL RD,18,4,16,52,52,,,,,,,,
0,0.472,33,4988,0,1,IGOU GAP RD,18,2,16,,52,,,,,,,,
0.472,1.05,33,4988,0,1,IGOU GAP RD,18,4,16,52,52,,,,,,,,
1.05,2,33,4988,0,1,IGOU GAP RD,18,4,16,52,52,,,,,,,3.30E+11,
2,3.01,33,4988,0,1,IGOU GAP RD,18,4,16,52,52,,,,,,,,
3.01,3.422,33,4988,0,1,IGOU GAP RD,18,4,16,52,52,,,,,,,3.30E+11,
3.422,3.655,33,4988,0,1,FRANKS RD,18,4,16,52,52,,,,,,,,
0,1.08,33,4989,0,1,JENKINS RD,18,4,16,52,52,,,,,,,,
0,1.53,33,4990,0,1,PINE RIDGE RD,18,2,18,,52,,,,,,,,
1.53,3.162,33,4990,0,1,WOODLAND DR,18,2,18,,52,,,,,,,,
3.162,3.178,33,4990,0,1,PATTENTOWN RD,18,2,18,,52,,,,,,,,
3.178,3.445,33,4990,0,1,PATTENTOWN RD,18,4,18,52,52,,,,,,,,
3.445,3.46,33,4990,0,1,PATTENTOWN RD,18,4,18,60,52,,,,,,,,
0,1.03,33,4991,0,1,GOLD POINT CIR S,18,2,18,,52,,,,,,,3.30E+11,
1.03,1.96,33,4991,0,1,GOLD POINT CIR S,18,2,18,,52,15,,,,,,3.30E+11,
0,0.193,33,4992,0,1,HAMILL RD,18,4,18,52,52,,,,,,,,
0.193,2.2,33,4992,0,1,BIG RIDGE RD,18,4,18,52,52,,,,,,,,
2.2,2.62,33,4992,0,1,BIG RIDGE RD,18,4,16,52,52,,,,,,,3.30E+11,
2.62,2.82,33,4992,0,1,BIG RIDGE RD,18,4,16,52,52,,,,,,,,
0,0.72,33,4995,0,1,VANCE RD,18,4,17,52,52,,,,,,,,
0,0.62,33,4996,0,1,VANCE RD,18,4,17,52,52,,,,,,,,
0,1.24,33,4997,0,1,S ORCHARD KNOB AVE ,18,4,16,52,52,,,,,,,,
