date,time,event
04/06/2018,08:53:00,Light Rain
04/06/2018,09:53:00,Rain
04/06/2018,10:53:00,Light Rain
04/06/2018,11:53:00,Overcast
04/06/2018,12:53:00,Light Rain
04/06/2018,13:53:00,Overcast
04/06/2018,14:53:00,Light Rain
04/06/2018,15:53:00,Light Rain
04/06/2018,16:53:00,Light Rain
04/06/2018,17:22:00,Rain
04/06/2018,17:53:00,Light Rain
04/06/2018,18:53:00,Rain
04/06/2018,19:53:00,Light Rain
04/06/2018,20:53:00,Light Rain
04/06/2018,21:53:00,Light Rain
04/06/2018,22:53:00,Rain
04/06/2018,23:53:00,Light Rain
04/07/2018,00:00:00,Light Rain
04/07/2018,00:53:00,Light Rain
04/07/2018,01:43:00,Overcast
04/07/2018,01:53:00,Overcast
04/07/2018,02:11:00,Overcast
04/07/2018,02:53:00,Overcast
04/07/2018,03:35:00,Light Rain
04/07/2018,03:53:00,Light Rain
04/07/2018,04:15:00,Light Rain
04/07/2018,04:44:00,Light Rain
04/07/2018,04:53:00,Light Rain
04/07/2018,04:59:00,Light Rain
04/07/2018,05:23:00,Light Rain
04/07/2018,05:53:00,Light Rain
04/07/2018,07:53:00,Overcast
04/07/2018,08:53:00,Light Rain
04/07/2018,09:30:00,Overcast
04/07/2018,09:53:00,Overcast
04/07/2018,10:33:00,Haze
04/07/2018,10:53:00,Overcast
04/07/2018,11:53:00,Overcast
04/07/2018,12:53:00,Overcast
04/07/2018,14:53:00,Overcast
04/07/2018,15:53:00,Light Rain
04/07/2018,16:53:00,Overcast
04/07/2018,17:53:00,Overcast
04/07/2018,18:53:00,Overcast
04/07/2018,19:53:00,Overcast
04/07/2018,20:53:00,Overcast
04/07/2018,21:53:00,Overcast
04/07/2018,22:53:00,Overcast
04/07/2018,23:53:00,Overcast
04/08/2018,00:53:00,Overcast
04/08/2018,01:53:00,Overcast
04/08/2018,02:53:00,Overcast
04/08/2018,03:53:00,Overcast
04/08/2018,04:53:00,Overcast
04/08/2018,05:53:00,Mostly Cloudy
04/08/2018,06:53:00,Mostly Cloudy
04/08/2018,07:53:00,Mostly Cloudy
04/08/2018,08:53:00,Mostly Cloudy
04/08/2018,09:53:00,Mostly Cloudy
04/08/2018,10:53:00,Mostly Cloudy
04/08/2018,11:53:00,Overcast
04/08/2018,12:53:00,Mostly Cloudy
04/08/2018,13:53:00,Mostly Cloudy
04/08/2018,14:53:00,Mostly Cloudy
04/08/2018,15:53:00,Mostly Cloudy
04/08/2018,16:53:00,Mostly Cloudy
04/08/2018,17:53:00,Mostly Cloudy
04/08/2018,18:53:00,Mostly Cloudy
04/08/2018,19:53:00,Mostly Cloudy
04/08/2018,20:53:00,Mostly Cloudy
04/08/2018,21:53:00,Mostly Cloudy
04/08/2018,22:53:00,Mostly Cloudy
04/08/2018,23:53:00,Mostly Cloudy
04/09/2018,00:53:00,Mostly Cloudy
04/09/2018,01:53:00,Overcast
04/09/2018,02:53:00,Overcast
04/09/2018,03:53:00,Overcast
04/09/2018,04:53:00,Overcast
04/09/2018,05:50:00,Light Rain
04/09/2018,05:53:00,Overcast
04/09/2018,06:53:00,Light Drizzle
04/09/2018,07:53:00,Light Drizzle
04/09/2018,08:50:00,Overcast
04/09/2018,08:53:00,Overcast
04/09/2018,09:53:00,Overcast
04/09/2018,10:53:00,Haze
04/09/2018,11:53:00,Mostly Cloudy
04/09/2018,12:39:00,Scattered Clouds
04/09/2018,12:53:00,Scattered Clouds
04/09/2018,13:53:00,Mostly Cloudy
04/09/2018,14:53:00,Mostly Cloudy
04/09/2018,15:53:00,Mostly Cloudy
04/09/2018,16:53:00,Scattered Clouds
04/09/2018,17:53:00,Scattered Clouds
04/09/2018,18:53:00,Partly Cloudy
04/09/2018,19:53:00,Scattered Clouds
04/09/2018,20:53:00,Scattered Clouds
04/09/2018,21:53:00,Scattered Clouds
04/09/2018,22:53:00,Scattered Clouds
04/09/2018,23:53:00,Scattered Clouds
04/10/2018,00:53:00,Clear
04/10/2018,01:53:00,Clear
04/10/2018,02:53:00,Unknown
04/10/2018,03:53:00,Clear
04/10/2018,04:53:00,Clear
04/10/2018,05:53:00,Scattered Clouds
04/10/2018,06:53:00,Scattered Clouds
04/10/2018,07:53:00,Scattered Clouds
04/10/2018,08:53:00,Scattered Clouds
04/10/2018,09:53:00,Scattered Clouds
04/10/2018,10:53:00,Scattered Clouds
04/10/2018,11:53:00,Partly Cloudy
04/10/2018,12:53:00,Partly Cloudy
04/10/2018,13:53:00,Partly Cloudy
04/10/2018,14:53:00,Partly Cloudy
04/10/2018,15:53:00,Scattered Clouds
04/10/2018,16:53:00,Scattered Clouds
04/10/2018,17:53:00,Scattered Clouds
04/10/2018,18:53:00,Scattered Clouds
04/10/2018,19:53:00,Scattered Clouds
04/10/2018,20:53:00,Partly Cloudy
04/10/2018,21:53:00,Clear
04/10/2018,22:53:00,Clear
04/11/2018,01:53:00,Clear
04/11/2018,02:53:00,Clear
04/11/2018,03:53:00,Clear
04/11/2018,04:53:00,Clear
04/11/2018,05:53:00,Clear
04/11/2018,06:53:00,Clear
04/11/2018,07:53:00,Scattered Clouds
04/11/2018,08:53:00,Scattered Clouds
04/11/2018,09:53:00,Mostly Cloudy
04/11/2018,10:53:00,Mostly Cloudy
04/11/2018,11:53:00,Mostly Cloudy
04/11/2018,12:53:00,Mostly Cloudy
04/11/2018,13:53:00,Mostly Cloudy
04/11/2018,14:53:00,Mostly Cloudy
04/11/2018,15:53:00,Mostly Cloudy
04/11/2018,16:53:00,Mostly Cloudy
04/11/2018,17:53:00,Mostly Cloudy
04/11/2018,18:53:00,Mostly Cloudy
04/11/2018,19:53:00,Mostly Cloudy
04/11/2018,20:53:00,Mostly Cloudy
04/11/2018,21:53:00,Mostly Cloudy
04/11/2018,22:53:00,Overcast
04/11/2018,23:53:00,Overcast
04/12/2018,00:53:00,Clear
04/12/2018,01:53:00,Clear
04/12/2018,02:53:00,Clear
04/12/2018,03:53:00,Clear
04/12/2018,04:53:00,Clear
04/12/2018,05:53:00,Mostly Cloudy
04/12/2018,06:53:00,Mostly Cloudy
04/12/2018,07:53:00,Mostly Cloudy
04/12/2018,08:53:00,Mostly Cloudy
04/12/2018,09:53:00,Scattered Clouds
04/12/2018,10:53:00,Scattered Clouds
04/12/2018,11:53:00,Scattered Clouds
04/12/2018,12:53:00,Partly Cloudy
04/12/2018,13:53:00,Partly Cloudy
04/12/2018,14:53:00,Partly Cloudy
04/12/2018,15:53:00,Partly Cloudy
04/12/2018,16:53:00,Partly Cloudy
04/12/2018,17:53:00,Clear
04/12/2018,18:53:00,Clear
04/12/2018,19:53:00,Clear
04/12/2018,20:53:00,Clear
04/12/2018,21:53:00,Clear
04/12/2018,22:53:00,Clear
04/12/2018,23:53:00,Clear
04/13/2018,00:53:00,Clear
04/13/2018,01:53:00,Clear
04/13/2018,02:53:00,Clear
04/13/2018,03:53:00,Clear
04/13/2018,04:53:00,Clear
04/13/2018,05:53:00,Clear
04/13/2018,06:53:00,Scattered Clouds
04/13/2018,07:53:00,Scattered Clouds
04/13/2018,08:53:00,Scattered Clouds
04/13/2018,09:53:00,Mostly Cloudy
04/13/2018,10:53:00,Mostly Cloudy
04/13/2018,11:53:00,Mostly Cloudy
04/13/2018,12:53:00,Scattered Clouds
04/13/2018,13:53:00,Scattered Clouds
04/13/2018,14:53:00,Scattered Clouds
04/13/2018,15:53:00,Scattered Clouds
04/13/2018,16:53:00,Scattered Clouds
04/13/2018,17:53:00,Scattered Clouds
04/13/2018,18:53:00,Scattered Clouds
04/13/2018,19:53:00,Mostly Cloudy
04/13/2018,20:53:00,Mostly Cloudy
04/13/2018,21:53:00,Mostly Cloudy
04/13/2018,22:53:00,Mostly Cloudy
04/13/2018,23:53:00,Mostly Cloudy
04/14/2018,00:53:00,Clear
04/14/2018,01:53:00,Clear
04/14/2018,02:53:00,Partly Cloudy
04/14/2018,03:53:00,Clear
04/14/2018,04:53:00,Clear
04/14/2018,05:53:00,Scattered Clouds
04/14/2018,06:53:00,Mostly Cloudy
04/14/2018,07:53:00,Mostly Cloudy
04/14/2018,08:53:00,Mostly Cloudy
04/14/2018,09:53:00,Mostly Cloudy
04/14/2018,10:53:00,Mostly Cloudy
04/14/2018,11:53:00,Mostly Cloudy
04/14/2018,12:53:00,Mostly Cloudy
04/14/2018,13:53:00,Overcast
04/14/2018,14:53:00,Mostly Cloudy
04/14/2018,15:53:00,Mostly Cloudy
04/14/2018,16:53:00,Mostly Cloudy
04/14/2018,17:53:00,Light Rain
04/14/2018,18:07:00,Light Rain
04/14/2018,18:53:00,Mostly Cloudy
04/14/2018,19:22:00,Mostly Cloudy
04/14/2018,19:39:00,Rain
04/14/2018,19:53:00,Rain
04/14/2018,19:56:00,Rain
04/14/2018,20:09:00,Light Rain
04/14/2018,20:36:00,Rain
04/14/2018,20:53:00,Light Rain
04/14/2018,21:22:00,Light Rain
04/14/2018,21:53:00,Rain
04/14/2018,21:58:00,Rain
04/14/2018,22:22:00,Light Rain
04/14/2018,22:53:00,Rain
04/14/2018,23:07:00,Light Rain
04/14/2018,23:53:00,Rain
04/15/2018,00:00:00,Heavy Rain
04/15/2018,00:05:00,Rain
04/15/2018,00:25:00,Heavy Rain
04/15/2018,00:37:00,Light Rain
04/15/2018,00:53:00,Light Rain
04/15/2018,01:07:00,Rain
04/15/2018,01:15:00,Light Rain
04/15/2018,01:22:00,Overcast
04/15/2018,01:53:00,Light Rain
04/15/2018,02:07:00,Overcast
04/15/2018,02:17:00,Light Rain
04/15/2018,02:33:00,Light Rain
04/15/2018,02:53:00,Light Rain
04/15/2018,03:09:00,Light Rain
04/15/2018,03:53:00,Light Rain
04/15/2018,04:53:00,Light Rain
04/15/2018,05:53:00,Light Rain
04/15/2018,06:53:00,Light Rain
04/15/2018,07:46:00,Overcast
04/15/2018,07:53:00,Overcast
04/15/2018,08:39:00,Rain
04/15/2018,08:50:00,Rain
04/15/2018,08:53:00,Rain
04/15/2018,09:53:00,Rain
04/15/2018,10:32:00,Rain
04/15/2018,10:53:00,Light Rain
04/15/2018,11:42:00,Rain
04/15/2018,11:53:00,Heavy Rain
04/15/2018,11:56:00,Heavy Rain
04/15/2018,12:05:00,Heavy Rain
04/15/2018,12:53:00,Light Rain
04/15/2018,13:53:00,Overcast
04/15/2018,14:53:00,Mostly Cloudy
04/15/2018,15:17:00,Mostly Cloudy
04/15/2018,15:53:00,Mostly Cloudy
04/15/2018,16:53:00,Overcast
04/15/2018,17:53:00,Mostly Cloudy
04/15/2018,18:53:00,Overcast
04/15/2018,19:53:00,Overcast
04/15/2018,20:53:00,Overcast
04/15/2018,21:53:00,Overcast
04/15/2018,22:53:00,Overcast
04/15/2018,23:53:00,Overcast
04/16/2018,00:53:00,Light Rain
04/16/2018,01:16:00,Light Rain
04/16/2018,01:50:00,Overcast
04/16/2018,01:53:00,Overcast
04/16/2018,02:53:00,Overcast
04/16/2018,03:53:00,Overcast
04/16/2018,04:53:00,Overcast
04/16/2018,05:39:00,Overcast
04/16/2018,05:46:00,Overcast
04/16/2018,06:53:00,Overcast
04/16/2018,07:42:00,Rain
04/16/2018,07:53:00,Light Rain
04/16/2018,08:53:00,Overcast
04/16/2018,09:53:00,Overcast
04/16/2018,10:53:00,Overcast
04/16/2018,11:45:00,Overcast
04/16/2018,11:53:00,Overcast
04/16/2018,12:53:00,Overcast
04/16/2018,13:53:00,Overcast
04/16/2018,14:36:00,Mostly Cloudy
04/16/2018,14:53:00,Mostly Cloudy
04/16/2018,15:53:00,Mostly Cloudy
04/16/2018,16:53:00,Scattered Clouds
04/16/2018,17:53:00,Scattered Clouds
04/16/2018,18:53:00,Scattered Clouds
04/16/2018,19:53:00,Mostly Cloudy
04/16/2018,20:53:00,Scattered Clouds
04/16/2018,21:53:00,Partly Cloudy
04/16/2018,22:53:00,Clear
04/16/2018,23:53:00,Clear
04/17/2018,00:53:00,Clear
04/17/2018,01:53:00,Clear
04/17/2018,02:53:00,Clear
04/17/2018,03:53:00,Clear
04/17/2018,04:53:00,Clear
04/17/2018,05:53:00,Clear
04/17/2018,05:55:00,Partly Cloudy
04/17/2018,06:53:00,Partly Cloudy
04/17/2018,07:53:00,Partly Cloudy
04/17/2018,08:53:00,Clear
04/17/2018,09:53:00,Clear
04/17/2018,10:53:00,Clear
04/17/2018,11:53:00,Clear
04/17/2018,12:53:00,Clear
04/17/2018,13:53:00,Partly Cloudy
04/17/2018,14:53:00,Partly Cloudy
04/17/2018,15:53:00,Partly Cloudy
04/17/2018,16:53:00,Partly Cloudy
04/17/2018,17:53:00,Partly Cloudy
04/17/2018,18:53:00,Partly Cloudy
04/17/2018,19:53:00,Partly Cloudy
04/17/2018,20:53:00,Partly Cloudy
04/17/2018,21:53:00,Clear
04/17/2018,22:53:00,Clear
04/17/2018,23:53:00,Clear
04/18/2018,00:53:00,Clear
04/18/2018,01:53:00,Clear
04/18/2018,02:53:00,Clear
04/18/2018,03:53:00,Clear
04/18/2018,04:53:00,Clear
04/18/2018,05:53:00,Clear
04/18/2018,06:53:00,Partly Cloudy
04/18/2018,07:53:00,Scattered Clouds
04/18/2018,08:53:00,Partly Cloudy
04/18/2018,09:53:00,Partly Cloudy
04/18/2018,10:53:00,Scattered Clouds
04/18/2018,11:53:00,Scattered Clouds
04/18/2018,12:53:00,Scattered Clouds
04/18/2018,13:53:00,Scattered Clouds
04/18/2018,14:53:00,Scattered Clouds
04/18/2018,15:53:00,Scattered Clouds
04/18/2018,16:53:00,Scattered Clouds
04/18/2018,17:53:00,Scattered Clouds
04/18/2018,18:53:00,Scattered Clouds
04/18/2018,19:53:00,Mostly Cloudy
04/18/2018,20:53:00,Mostly Cloudy
04/18/2018,21:53:00,Mostly Cloudy
04/18/2018,22:53:00,Mostly Cloudy
04/18/2018,23:53:00,Mostly Cloudy
04/19/2018,00:53:00,Mostly Cloudy
04/19/2018,01:53:00,Mostly Cloudy
04/19/2018,02:53:00,Overcast
04/19/2018,03:53:00,Overcast
04/19/2018,04:53:00,Scattered Clouds
04/19/2018,05:53:00,Partly Cloudy
04/19/2018,06:53:00,Partly Cloudy
04/19/2018,07:53:00,Partly Cloudy
04/19/2018,08:53:00,Mostly Cloudy
04/19/2018,09:53:00,Mostly Cloudy
04/19/2018,10:53:00,Mostly Cloudy
04/19/2018,11:53:00,Mostly Cloudy
04/19/2018,12:53:00,Mostly Cloudy
04/19/2018,13:53:00,Scattered Clouds
04/19/2018,14:53:00,Scattered Clouds
04/19/2018,15:53:00,Partly Cloudy
04/19/2018,16:53:00,Partly Cloudy
04/19/2018,17:53:00,Partly Cloudy
04/19/2018,18:53:00,Partly Cloudy
04/19/2018,19:53:00,Partly Cloudy
04/19/2018,20:53:00,Partly Cloudy
04/19/2018,21:53:00,Clear
04/19/2018,22:53:00,Clear
04/19/2018,23:53:00,Clear
04/20/2018,00:53:00,Clear
04/20/2018,01:53:00,Clear
04/20/2018,02:53:00,Clear
04/20/2018,03:53:00,Clear
04/20/2018,04:53:00,Clear
04/20/2018,05:53:00,Clear
04/20/2018,06:53:00,Clear
04/20/2018,07:53:00,Clear
04/20/2018,08:53:00,Clear
04/20/2018,09:53:00,Clear
04/20/2018,10:53:00,Clear
04/20/2018,11:53:00,Clear
04/20/2018,12:53:00,Clear
04/20/2018,13:53:00,Clear
04/20/2018,14:53:00,Clear
04/20/2018,15:53:00,Clear
04/20/2018,16:53:00,Clear
04/20/2018,17:53:00,Clear
04/20/2018,18:53:00,Partly Cloudy
04/20/2018,19:53:00,Partly Cloudy
04/20/2018,20:53:00,Partly Cloudy
04/20/2018,21:53:00,Partly Cloudy
04/20/2018,22:53:00,Partly Cloudy
04/20/2018,23:53:00,Partly Cloudy
04/21/2018,00:53:00,Clear
04/21/2018,01:53:00,Clear
04/21/2018,02:53:00,Clear
04/21/2018,03:53:00,Clear
04/21/2018,04:53:00,Clear
04/21/2018,05:53:00,Clear
04/21/2018,06:53:00,Scattered Clouds
04/21/2018,07:53:00,Scattered Clouds
04/21/2018,08:53:00,Scattered Clouds
04/21/2018,09:53:00,Scattered Clouds
04/21/2018,10:53:00,Scattered Clouds
04/21/2018,11:53:00,Scattered Clouds
04/21/2018,12:53:00,Scattered Clouds
04/21/2018,13:53:00,Mostly Cloudy
04/21/2018,14:53:00,Mostly Cloudy
04/21/2018,15:53:00,Mostly Cloudy
04/21/2018,16:53:00,Mostly Cloudy
04/21/2018,17:53:00,Mostly Cloudy
04/21/2018,18:53:00,Mostly Cloudy
04/21/2018,19:53:00,Mostly Cloudy
04/21/2018,20:53:00,Mostly Cloudy
04/21/2018,21:53:00,Mostly Cloudy
04/21/2018,22:53:00,Mostly Cloudy
04/21/2018,23:53:00,Mostly Cloudy
04/22/2018,00:53:00,Mostly Cloudy
04/22/2018,01:53:00,Overcast
04/22/2018,02:53:00,Overcast
04/22/2018,03:53:00,Overcast
04/22/2018,04:53:00,Overcast
04/22/2018,05:53:00,Overcast
04/22/2018,06:53:00,Mostly Cloudy
04/22/2018,07:53:00,Overcast
04/22/2018,08:53:00,Mostly Cloudy
04/22/2018,09:53:00,Light Rain
04/22/2018,10:40:00,Rain
04/22/2018,10:44:00,Heavy Rain
04/22/2018,10:53:00,Heavy Rain
04/22/2018,11:03:00,Heavy Rain
04/22/2018,11:53:00,Light Rain
04/22/2018,12:34:00,Light Rain
04/22/2018,12:53:00,Light Rain
04/22/2018,13:25:00,Overcast
04/22/2018,13:41:00,Heavy Rain
04/22/2018,13:53:00,Rain
04/22/2018,14:11:00,Rain
04/22/2018,14:53:00,Heavy Rain
04/22/2018,15:37:00,Heavy Rain
04/22/2018,15:48:00,Rain
04/22/2018,15:53:00,Rain
04/22/2018,16:07:00,Light Rain
04/22/2018,16:53:00,Heavy Rain
04/22/2018,17:38:00,Rain
04/22/2018,17:53:00,Light Rain
04/22/2018,18:06:00,Overcast
04/22/2018,18:53:00,Light Rain
04/22/2018,19:53:00,Light Rain
04/22/2018,20:27:00,Rain
04/22/2018,20:53:00,Light Rain
04/22/2018,21:53:00,Light Rain
04/22/2018,22:05:00,Rain
04/22/2018,22:53:00,Light Rain
04/22/2018,23:53:00,Rain
04/23/2018,00:53:00,Rain
04/23/2018,01:24:00,Heavy Rain
04/23/2018,01:29:00,Rain
04/23/2018,01:36:00,Heavy Rain
04/23/2018,01:44:00,Heavy Rain
04/23/2018,01:51:00,Rain
04/23/2018,01:53:00,Light Rain
04/23/2018,02:08:00,Overcast
04/23/2018,02:19:00,Overcast
04/23/2018,02:53:00,Light Rain
04/23/2018,03:23:00,Light Rain
04/23/2018,03:53:00,Light Rain
04/23/2018,04:08:00,Rain
04/23/2018,04:53:00,Light Rain
04/23/2018,05:48:00,Light Rain
04/23/2018,05:53:00,Light Rain
04/23/2018,06:53:00,Light Rain
04/23/2018,07:53:00,Light Rain
04/23/2018,08:48:00,Overcast
04/23/2018,08:49:00,Overcast
04/23/2018,08:53:00,Overcast
04/23/2018,09:49:00,Overcast
04/23/2018,09:53:00,Overcast
04/23/2018,10:53:00,Overcast
04/23/2018,11:53:00,Overcast
04/23/2018,12:50:00,Overcast
04/23/2018,12:53:00,Overcast
04/23/2018,13:53:00,Light Drizzle
04/23/2018,14:53:00,Overcast
04/23/2018,15:53:00,Overcast
04/23/2018,16:22:00,Overcast
04/23/2018,16:53:00,Overcast
04/23/2018,17:33:00,Overcast
04/23/2018,17:53:00,Overcast
04/23/2018,18:53:00,Overcast
04/23/2018,19:48:00,Overcast
04/23/2018,19:53:00,Overcast
04/23/2018,20:26:00,Heavy Rain
04/23/2018,20:31:00,Heavy Rain
04/23/2018,20:40:00,Rain
04/23/2018,20:53:00,Rain
04/23/2018,21:53:00,Rain
04/23/2018,22:01:00,Light Rain
04/23/2018,22:12:00,Light Rain
04/23/2018,22:50:00,Rain
04/23/2018,22:53:00,Rain
04/23/2018,23:11:00,Rain
04/23/2018,23:19:00,Light Rain
04/23/2018,23:42:00,Light Rain
04/23/2018,23:53:00,Light Rain
04/24/2018,00:05:00,Rain
04/24/2018,00:27:00,Rain
04/24/2018,00:34:00,Rain
04/24/2018,00:42:00,Light Rain
04/24/2018,00:53:00,Light Rain
04/24/2018,01:35:00,Overcast
04/24/2018,01:53:00,Rain
04/24/2018,02:20:00,Light Rain
04/24/2018,02:53:00,Light Rain
04/24/2018,03:15:00,Overcast
04/24/2018,03:46:00,Overcast
04/24/2018,03:53:00,Overcast
04/24/2018,04:15:00,Overcast
04/24/2018,04:53:00,Overcast
04/24/2018,05:53:00,Overcast
04/24/2018,06:53:00,Overcast
04/24/2018,07:53:00,Overcast
04/24/2018,08:53:00,Mostly Cloudy
04/24/2018,09:51:00,Overcast
04/24/2018,09:53:00,Overcast
04/24/2018,10:53:00,Mostly Cloudy
04/24/2018,11:53:00,Mostly Cloudy
04/24/2018,12:53:00,Mostly Cloudy
04/24/2018,13:53:00,Mostly Cloudy
04/24/2018,14:53:00,Mostly Cloudy
04/24/2018,15:53:00,Mostly Cloudy
04/24/2018,16:53:00,Mostly Cloudy
04/24/2018,17:53:00,Mostly Cloudy
04/24/2018,18:53:00,Scattered Clouds
04/24/2018,19:53:00,Mostly Cloudy
04/24/2018,20:53:00,Mostly Cloudy
04/24/2018,21:53:00,Mostly Cloudy
04/24/2018,22:53:00,Light Rain
04/24/2018,23:53:00,Mostly Cloudy
04/25/2018,00:13:00,Overcast
04/25/2018,00:53:00,Overcast
04/25/2018,01:00:00,Overcast
04/25/2018,01:20:00,Overcast
04/25/2018,01:53:00,Mostly Cloudy
04/25/2018,02:38:00,Overcast
04/25/2018,02:53:00,Mostly Cloudy
04/25/2018,03:00:00,Scattered Clouds
04/25/2018,03:53:00,Mostly Cloudy
04/25/2018,04:31:00,Scattered Clouds
04/25/2018,04:48:00,Mostly Cloudy
04/25/2018,04:53:00,Mostly Cloudy
04/25/2018,05:20:00,Scattered Clouds
04/25/2018,05:51:00,Mostly Cloudy
04/25/2018,05:53:00,Mostly Cloudy
04/25/2018,06:53:00,Mostly Cloudy
04/25/2018,07:53:00,Mostly Cloudy
04/25/2018,08:53:00,Mostly Cloudy
04/25/2018,09:33:00,Mostly Cloudy
04/25/2018,09:53:00,Mostly Cloudy
04/25/2018,10:53:00,Mostly Cloudy
04/25/2018,11:49:00,Mostly Cloudy
04/25/2018,11:53:00,Mostly Cloudy
04/25/2018,12:53:00,Mostly Cloudy
04/25/2018,13:53:00,Overcast
04/25/2018,14:53:00,Overcast
04/25/2018,15:53:00,Overcast
04/25/2018,16:53:00,Overcast
04/25/2018,17:53:00,Overcast
04/25/2018,18:53:00,Mostly Cloudy
04/25/2018,19:53:00,Scattered Clouds
04/25/2018,20:53:00,Scattered Clouds
04/25/2018,21:53:00,Scattered Clouds
04/25/2018,22:53:00,Scattered Clouds
04/25/2018,23:53:00,Scattered Clouds
04/26/2018,00:53:00,Overcast
04/26/2018,01:53:00,Overcast
04/26/2018,02:53:00,Partly Cloudy
04/26/2018,03:53:00,Clear
04/26/2018,04:53:00,Mostly Cloudy
04/26/2018,05:53:00,Scattered Clouds
04/26/2018,06:53:00,Light Rain
04/26/2018,07:53:00,Light Rain
04/26/2018,08:53:00,Light Rain
04/26/2018,09:53:00,Light Rain
04/26/2018,10:53:00,Rain
04/26/2018,11:53:00,Light Rain
04/26/2018,12:42:00,Rain
04/26/2018,12:53:00,Light Rain
04/26/2018,13:49:00,Overcast
04/26/2018,13:53:00,Overcast
04/26/2018,14:45:00,Overcast
04/26/2018,14:53:00,Mostly Cloudy
04/26/2018,15:12:00,Overcast
04/26/2018,15:53:00,Overcast
04/26/2018,16:53:00,Overcast
04/26/2018,16:59:00,Overcast
04/26/2018,17:53:00,Overcast
04/26/2018,18:34:00,Light Rain
04/26/2018,18:53:00,Overcast
04/26/2018,19:28:00,Overcast
04/26/2018,19:53:00,Mostly Cloudy
04/26/2018,20:12:00,Mostly Cloudy
04/26/2018,20:53:00,Mostly Cloudy
04/26/2018,21:04:00,Overcast
04/26/2018,21:41:00,Overcast
04/26/2018,21:53:00,Overcast
04/26/2018,22:53:00,Scattered Clouds
04/26/2018,23:53:00,Partly Cloudy
04/27/2018,00:53:00,Clear
04/27/2018,01:17:00,Partly Cloudy
04/27/2018,01:29:00,Partly Cloudy
04/27/2018,01:53:00,Clear
04/27/2018,02:22:00,Clear
04/27/2018,02:29:00,Clear
04/27/2018,02:32:00,Clear
04/27/2018,02:39:00,Clear
04/27/2018,02:51:00,Scattered Clouds
04/27/2018,02:53:00,Scattered Clouds
04/27/2018,03:53:00,Partly Cloudy
04/27/2018,04:31:00,Clear
04/27/2018,04:41:00,Partly Cloudy
04/27/2018,04:53:00,Mostly Cloudy
04/27/2018,05:46:00,Patches of Fog
04/27/2018,05:53:00,Patches of Fog
04/27/2018,06:27:00,Patches of Fog
04/27/2018,06:34:00,Patches of Fog
04/27/2018,06:40:00,Fog
04/27/2018,06:48:00,Fog
04/27/2018,06:53:00,Fog
04/27/2018,07:00:00,Patches of Fog
04/27/2018,07:46:00,Patches of Fog
04/27/2018,07:53:00,Patches of Fog
04/27/2018,08:20:00,Patches of Fog
04/27/2018,08:53:00,Scattered Clouds
04/27/2018,09:53:00,Scattered Clouds
04/27/2018,10:53:00,Scattered Clouds
04/27/2018,11:53:00,Scattered Clouds
04/27/2018,12:53:00,Scattered Clouds
04/27/2018,13:53:00,Scattered Clouds
04/27/2018,14:53:00,Scattered Clouds
04/27/2018,15:53:00,Scattered Clouds
04/27/2018,16:53:00,Scattered Clouds
04/27/2018,17:53:00,Scattered Clouds
04/27/2018,18:53:00,Scattered Clouds
04/27/2018,19:53:00,Scattered Clouds
04/27/2018,20:53:00,Scattered Clouds
04/27/2018,21:53:00,Scattered Clouds
04/27/2018,22:53:00,Scattered Clouds
04/27/2018,23:53:00,Partly Cloudy
04/28/2018,00:53:00,Clear
04/28/2018,01:53:00,Clear
04/28/2018,03:53:00,Clear
04/28/2018,04:53:00,Clear
04/28/2018,05:53:00,Clear
04/28/2018,06:53:00,Shallow Fog
04/28/2018,07:53:00,Clear
04/28/2018,08:53:00,Clear
04/28/2018,09:53:00,Clear
04/28/2018,10:53:00,Clear
04/28/2018,11:53:00,Clear
04/28/2018,12:53:00,Clear
04/28/2018,13:53:00,Scattered Clouds
04/28/2018,14:53:00,Scattered Clouds
04/28/2018,15:53:00,Scattered Clouds
04/28/2018,16:53:00,Scattered Clouds
04/28/2018,17:53:00,Scattered Clouds
04/28/2018,18:53:00,Scattered Clouds
04/28/2018,19:53:00,Scattered Clouds
04/28/2018,20:53:00,Partly Cloudy
04/28/2018,21:53:00,Partly Cloudy
04/28/2018,22:53:00,Partly Cloudy
04/28/2018,23:53:00,Partly Cloudy
04/29/2018,00:53:00,Clear
04/29/2018,01:53:00,Clear
04/29/2018,02:53:00,Clear
04/29/2018,03:53:00,Clear
04/29/2018,04:53:00,Clear
04/29/2018,05:53:00,Clear
04/29/2018,06:53:00,Clear
04/29/2018,07:53:00,Clear
04/29/2018,08:53:00,Clear
04/29/2018,09:53:00,Clear
04/29/2018,10:53:00,Clear
04/29/2018,11:53:00,Clear
04/29/2018,12:53:00,Clear
04/29/2018,13:53:00,Clear
04/29/2018,14:53:00,Clear
04/29/2018,15:53:00,Clear
04/29/2018,16:53:00,Clear
04/29/2018,17:53:00,Clear
04/29/2018,18:53:00,Clear
04/29/2018,19:53:00,Clear
04/29/2018,20:53:00,Clear
04/29/2018,21:53:00,Clear
04/29/2018,22:53:00,Clear
04/29/2018,23:53:00,Clear
04/30/2018,00:53:00,Clear
04/30/2018,01:53:00,Clear
04/30/2018,02:53:00,Clear
04/30/2018,03:53:00,Clear
04/30/2018,04:53:00,Clear
04/30/2018,05:53:00,Clear
04/30/2018,06:53:00,Clear
04/30/2018,07:53:00,Clear
