BLM,ELM,Co. Seq.,ID NUMBER,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,State Aid Code
0,0.038,1,330D157001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.383,1,330D158001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.508,1,330D159001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.306,1,330D160001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.155,1,330D161001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.416,1,330D162001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.089,1,330D163001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.466,1,330D164001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.01,1,330D165001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.01,0.15,1,330D165001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.041,1,330D166001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.301,1,330D167001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.418,1,330D168001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.048,1,330D169001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.156,1,330D170001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.236,1,330D171001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.82,1,330D172001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.137,1,330D173001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.473,1,330D174001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.086,1,330D175001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.054,1,330D176001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.036,1,330D177001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.606,1,330D178001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.209,1,330D179001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.401,1,330D180001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.062,1,330D181001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.062,0.284,1,330D181001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.117,1,330D182001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.535,1,330D183001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.541,1,330D184001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.374,1,330D185001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.425,1,330D186001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.425,0.46,1,330D186001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,161 - LAKESITE,52 - CHATTANOOGA,--,--
0,0.231,1,330D187001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.091,1,330D188001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.053,1,330D189001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.427,1,330D190001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.05,1,330D191001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.392,1,330D192001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.392,0.472,1,330D192001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.112,1,330D193001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.112,0.357,1,330D193001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.608,1,330D194001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.174,1,330D195001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.142,1,330D196001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.371,1,330D197001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.351,1,330D198001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.442,1,330D199001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.226,1,330D200001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.078,1,330D201001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.222,1,330D202001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.131,1,330D203001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.131,0.24,1,330D203001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.161,1,330D204001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.163,1,330D205001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.188,1,330D206001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.293,1,330D207001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.078,1,330D208001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.144,1,330D209001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.101,1,330D210001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.537,1,330D211001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.537,0.577,1,330D211001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.174,1,330D212001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.249,1,330D213001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.191,1,330D214001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.14,1,330D215001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.403,1,330D216001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.066,1,330D217001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.066,0.303,1,330D217001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.17,1,330D218001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.128,1,330D219001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.128,0.658,1,330D219001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.185,1,330D220001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.139,1,330D221001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.135,1,330D222001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.302,1,330D223001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.302,1,330D224001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.302,0.615,1,330D224001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.517,1,330D225001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.433,1,330D226001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.145,1,330D227001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.288,1,330D228001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.091,1,330D229001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.131,1,330D230001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.131,0.473,1,330D230001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.183,1,330D231001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.218,1,330D232001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.211,1,330D233001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.099,1,330D234001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.087,1,330D235001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.25,1,330D236001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.908,1,330D237001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.183,1,330D238001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.452,1,330D239001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.611,1,330D240001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.044,1,330D241001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.044,0.602,1,330D241001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.047,1,330D242001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.206,1,330D243001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.491,1,330D244001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.058,1,330D245001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.13,1,330D246001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.626,1,330D247001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.164,1,330D248001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.164,0.209,1,330D248001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.209,0.93,1,330D248001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.142,1,330D249001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.219,1,330D250001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.136,1,330D251001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.531,1,330D252001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.495,1,330D253001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.594,1,330D254001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.309,1,330D255001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.309,0.555,1,330D255001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.292,1,330D256001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.208,1,330D257001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.626,1,330D258001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.287,1,330D259001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.083,1,330D260001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.12,1,330D261001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.548,1,330D262001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.548,1.159,1,330D262001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.797,1,330D263001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.617,1,330D264001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.297,1,330D265001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.36,1,330D266001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.344,1,330D267001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.344,0.489,1,330D267001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.049,1,330D268001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.127,1,330D269001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.192,1,330D270001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.068,1,330D271001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.105,1,330D272001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.102,1,330D273001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.42,1,330D274001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.278,1,330D275001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.07,1,330D276001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.04,1,330D277001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.08,1,330D278001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.406,1,330D279001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.346,1,330D280001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.201,1,330D281001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.222,1,330D282001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.122,1,330D283001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.107,1,330D284001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.26,1,330D285001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.098,1,330D286001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.829,1,330D287001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.069,1,330D288001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.125,1,330D289001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.39,1,330D290001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.108,1,330D291001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.095,1,330D292001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.194,1,330D293001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.19,1,330D294001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.158,1,330D295001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.168,1,330D296001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.168,0.318,1,330D296001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.804,1,330D297001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.5,1,330D298001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.042,1,330D299001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.129,1,330D300001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.129,0.473,1,330D300001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.473,0.815,1,330D300001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.815,0.974,1,330D300001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.542,1,330D301001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.089,1,330D302001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.487,1,330D303001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.487,0.526,1,330D303001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.782,1,330D304001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.093,1,330D305001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.296,1,330D306001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
