BLM,ELM,Special Case,Co. Seq.,Feat Seq Nbr,ID_NUMBER,Feature_Type,Feat_Width,Feature_Composition,
0.04,2.59,0-NONE ,1,3,3301143001,PAVEMENT,24,ASPHALT CONCRETE,
0.04,2.59,0-NONE ,1,4,3301143001,SHOULDER (OUTSIDE),3,GRAVEL,
0.04,2.59,0-NONE ,1,5,3301143001,DRAINAGE,,DITCH,
2.59,2.93,0-NONE ,1,1,3301143001,DRAINAGE,,DITCH,
2.59,2.93,0-NONE ,1,2,3301143001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
2.59,2.93,0-NONE ,1,3,3301143001,PAVEMENT,11,ASPHALT CONCRETE,
2.59,2.93,0-NONE ,1,4,3301143001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
2.59,2.93,0-NONE ,1,5,3301143001,PAVEMENT,11,ASPHALT CONCRETE,
2.59,2.93,0-NONE ,1,6,3301143001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
2.59,2.93,0-NONE ,1,7,3301143001,DRAINAGE,,DITCH,
2.93,5.57,0-NONE ,1,9,3301143001,DRAINAGE,,DITCH,
2.93,5.57,0-NONE ,1,11,3301143001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
2.93,5.57,0-NONE ,1,13,3301143001,PAVEMENT,22,ASPHALT CONCRETE,
2.93,5.57,0-NONE ,1,15,3301143001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
2.93,5.57,0-NONE ,1,17,3301143001,DRAINAGE,,DITCH,
0,1.86,0-NONE ,1,8,3301145001,DRAINAGE,,DITCH,
0,1.86,0-NONE ,1,9,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
0,1.86,0-NONE ,1,10,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
0,1.86,0-NONE ,1,12,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
0,1.86,0-NONE ,1,13,3301145001,DRAINAGE,,DITCH,
1.86,2.28,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
1.86,2.28,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
1.86,2.28,0-NONE ,1,3,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
1.86,2.28,0-NONE ,1,4,3301145001,SHOULDER (OUTSIDE),12,ASPHALT CONCRETE,
1.86,2.28,0-NONE ,1,5,3301145001,DRAINAGE,,DITCH,
2.28,3.01,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
2.28,3.01,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
2.28,3.01,0-NONE ,1,3,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
2.28,3.01,0-NONE ,1,4,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
2.28,3.01,0-NONE ,1,5,3301145001,DRAINAGE,,DITCH,
3.01,3.06,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
3.01,3.06,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
3.01,3.06,0-NONE ,1,3,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
3.01,3.06,0-NONE ,1,4,3301145001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
3.01,3.06,0-NONE ,1,5,3301145001,DRAINAGE,,CURB AND GUTTER,
3.06,3.16,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
3.06,3.16,0-NONE ,1,3,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
3.06,3.16,0-NONE ,1,5,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
3.06,3.16,0-NONE ,1,7,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
3.06,3.16,0-NONE ,1,9,3301145001,DRAINAGE,,DITCH,
3.16,3.2,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
3.16,3.2,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.16,3.2,0-NONE ,1,3,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
3.16,3.2,0-NONE ,1,4,3301145001,MEDIAN,12,PAINTED,
3.16,3.2,0-NONE ,1,5,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
3.16,3.2,0-NONE ,1,6,3301145001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.16,3.2,0-NONE ,1,7,3301145001,DRAINAGE,,DITCH,
3.2,3.24,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
3.2,3.24,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.2,3.24,0-NONE ,1,3,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
3.2,3.24,0-NONE ,1,4,3301145001,LEFT TURN LANE,12,ASPHALT CONCRETE,
3.2,3.24,0-NONE ,1,5,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
3.2,3.24,0-NONE ,1,6,3301145001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.2,3.24,0-NONE ,1,7,3301145001,DRAINAGE,,DITCH,
3.24,3.29,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
3.24,3.29,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.24,3.29,0-NONE ,1,3,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
3.24,3.29,0-NONE ,1,4,3301145001,MEDIAN,12,PAINTED,
3.24,3.29,0-NONE ,1,5,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
3.24,3.29,0-NONE ,1,6,3301145001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
3.24,3.29,0-NONE ,1,7,3301145001,RIGHT TURN LANE,12,ASPHALT CONCRETE,
3.24,3.29,0-NONE ,1,8,3301145001,DRAINAGE,,DITCH,
3.29,4.13,0-NONE ,1,2,3301145001,DRAINAGE,,DITCH,
3.29,4.13,0-NONE ,1,4,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
3.29,4.13,0-NONE ,1,6,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
3.29,4.13,0-NONE ,1,8,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
3.29,4.13,0-NONE ,1,10,3301145001,DRAINAGE,,DITCH,
4.13,4.18,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
4.13,4.18,0-NONE ,1,3,3301145001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
4.13,4.18,0-NONE ,1,5,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
4.13,4.18,0-NONE ,1,9,3301145001,MEDIAN,11,PAINTED,
4.13,4.18,0-NONE ,1,13,3301145001,PAVEMENT,12,ASPHALT CONCRETE,
4.13,4.18,0-NONE ,1,15,3301145001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
4.13,4.18,0-NONE ,1,17,3301145001,DRAINAGE,,DITCH,
4.18,5.18,0-NONE ,1,8,3301145001,DRAINAGE,,DITCH,
4.18,5.18,0-NONE ,1,9,3301145001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
4.18,5.18,0-NONE ,1,10,3301145001,PAVEMENT,24,ASPHALT CONCRETE,
4.18,5.18,0-NONE ,1,12,3301145001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
4.18,5.18,0-NONE ,1,13,3301145001,DRAINAGE,,DITCH,
5.18,5.47,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
5.18,5.47,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
5.18,5.47,0-NONE ,1,3,3301145001,PAVEMENT,20,ASPHALT CONCRETE,
5.18,5.47,0-NONE ,1,4,3301145001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
5.18,5.47,0-NONE ,1,5,3301145001,DRAINAGE,,DITCH,
5.47,6.88,0-NONE ,1,1,3301145001,DRAINAGE,,DITCH,
5.47,6.88,0-NONE ,1,2,3301145001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
5.47,6.88,0-NONE ,1,3,3301145001,PAVEMENT,22,ASPHALT CONCRETE,
5.47,6.88,0-NONE ,1,4,3301145001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
5.47,6.88,0-NONE ,1,5,3301145001,DRAINAGE,,DITCH,
0,0.05,0-NONE ,1,1,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0,0.05,0-NONE ,1,3,3301147001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0,0.05,0-NONE ,1,5,3301147001,RIGHT TURN LANE,12,ASPHALT CONCRETE,
0,0.05,0-NONE ,1,6,3301147001,PAVEMENT,12,ASPHALT CONCRETE,
0,0.05,0-NONE ,1,7,3301147001,LEFT TURN LANE,12,ASPHALT CONCRETE,
0,0.05,0-NONE ,1,8,3301147001,PAVEMENT,12,ASPHALT CONCRETE,
0,0.05,0-NONE ,1,9,3301147001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0,0.05,0-NONE ,1,10,3301147001,DRAINAGE,,CURB AND GUTTER,
0.05,0.112,0-NONE ,1,9,3301147001,DRAINAGE,,CURB AND GUTTER,
0.05,0.112,0-NONE ,1,11,3301147001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0.05,0.112,0-NONE ,1,13,3301147001,PAVEMENT,44,ASPHALT CONCRETE,
0.05,0.112,0-NONE ,1,15,3301147001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0.05,0.112,0-NONE ,1,17,3301147001,DRAINAGE,,CURB AND GUTTER,
0.112,0.221,0-NONE ,1,1,3301147001,DRAINAGE,,CURB ONLY,
0.112,0.221,0-NONE ,1,4,3301147001,PAVEMENT,11,ASPHALT CONCRETE,
0.112,0.221,0-NONE ,1,8,3301147001,LEFT TURN LANE,11,ASPHALT CONCRETE,
0.112,0.221,0-NONE ,1,12,3301147001,PAVEMENT,11,ASPHALT CONCRETE,
0.112,0.221,0-NONE ,1,14,3301147001,RIGHT TURN LANE,11,ASPHALT CONCRETE,
0.112,0.221,0-NONE ,1,15,3301147001,SHOULDER (OUTSIDE),1,PORTLAND CEMENT CONCRETE,
0.112,0.221,0-NONE ,1,16,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.221,0.26,0-NONE ,1,1,3301147001,DRAINAGE,,DITCH,
0.221,0.26,0-NONE ,1,2,3301147001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
0.221,0.26,0-NONE ,1,3,3301147001,PAVEMENT,22,ASPHALT CONCRETE,
0.221,0.26,0-NONE ,1,4,3301147001,SHOULDER (OUTSIDE),16,ASPHALT CONCRETE,
0.221,0.26,0-NONE ,1,5,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.26,0.579,0-NONE ,1,8,3301147001,DRAINAGE,,DITCH,
0.26,0.579,0-NONE ,1,9,3301147001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
0.26,0.579,0-NONE ,1,10,3301147001,PAVEMENT,28,ASPHALT CONCRETE,
0.26,0.579,0-NONE ,1,12,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.579,0.62,0-NONE ,1,9,3301147001,DRAINAGE,,CURB AND GUTTER,
0.579,0.62,0-NONE ,1,11,3301147001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0.579,0.62,0-NONE ,1,13,3301147001,PAVEMENT,28,ASPHALT CONCRETE,
0.579,0.62,0-NONE ,1,15,3301147001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
0.579,0.62,0-NONE ,1,17,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.62,0.66,0-NONE ,1,8,3301147001,DRAINAGE,,CURB AND GUTTER,
0.62,0.66,0-NONE ,1,9,3301147001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
0.62,0.66,0-NONE ,1,10,3301147001,PAVEMENT,12,ASPHALT CONCRETE,
0.62,0.66,0-NONE ,1,12,3301147001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
0.62,0.66,0-NONE ,1,13,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.62,0.66,0-NONE ,1,14,3301147001,MEDIAN,54,OTHER BARRIER,
0.62,0.66,0-NONE ,1,15,3301147001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.62,0.66,0-NONE ,1,16,3301147001,SHOULDER (INSIDE),1,ASPHALT CONCRETE,
0.62,0.66,0-NONE ,1,17,3301147001,PAVEMENT,12,ASPHALT CONCRETE,
0.62,0.66,0-NONE ,1,18,3301147001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
0.62,0.66,0-NONE ,1,19,3301147001,DRAINAGE,,CURB AND GUTTER,
0.66,3.6,0-NONE ,1,9,3301147001,DRAINAGE,,DITCH,
0.66,3.6,0-NONE ,1,11,3301147001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
0.66,3.6,0-NONE ,1,13,3301147001,PAVEMENT,20,ASPHALT CONCRETE,
0.66,3.6,0-NONE ,1,15,3301147001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
0.66,3.6,0-NONE ,1,17,3301147001,DRAINAGE,,DITCH,
3.6,3.88,0-NONE ,1,8,3301147001,DRAINAGE,,DITCH,
3.6,3.88,0-NONE ,1,9,3301147001,SHOULDER (OUTSIDE),1,GRAVEL,
3.6,3.88,0-NONE ,1,10,3301147001,PAVEMENT,17,ASPHALT CONCRETE,
3.6,3.88,0-NONE ,1,12,3301147001,SHOULDER (OUTSIDE),1,GRAVEL,
3.6,3.88,0-NONE ,1,13,3301147001,DRAINAGE,,DITCH,
3.88,4.15,0-NONE ,1,9,3301147001,DRAINAGE,,DITCH,
3.88,4.15,0-NONE ,1,11,3301147001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
3.88,4.15,0-NONE ,1,13,3301147001,PAVEMENT,18,ASPHALT CONCRETE,
3.88,4.15,0-NONE ,1,15,3301147001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
3.88,4.15,0-NONE ,1,17,3301147001,DRAINAGE,,DITCH,
4.15,8.95,0-NONE ,1,1,3301147001,DRAINAGE,,DITCH,
4.15,8.95,0-NONE ,1,2,3301147001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
4.15,8.95,0-NONE ,1,3,3301147001,PAVEMENT,18,ASPHALT CONCRETE,
4.15,8.95,0-NONE ,1,4,3301147001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
4.15,8.95,0-NONE ,1,5,3301147001,DRAINAGE,,DITCH,
8.95,11.87,0-NONE ,1,8,3301147001,DRAINAGE,,DITCH,
8.95,11.87,0-NONE ,1,9,3301147001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
8.95,11.87,0-NONE ,1,10,3301147001,PAVEMENT,20,ASPHALT CONCRETE,
8.95,11.87,0-NONE ,1,12,3301147001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
8.95,11.87,0-NONE ,1,13,3301147001,DRAINAGE,,DITCH,
0,2.967,0-NONE ,1,8,3301149001,DRAINAGE,,DITCH,
0,2.967,0-NONE ,1,9,3301149001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0,2.967,0-NONE ,1,10,3301149001,PAVEMENT,20,ASPHALT CONCRETE,
0,2.967,0-NONE ,1,12,3301149001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0,2.967,0-NONE ,1,13,3301149001,DRAINAGE,,DITCH,
2.967,3.37,0-NONE ,1,8,3301149001,DRAINAGE,,DITCH,
2.967,3.37,0-NONE ,1,9,3301149001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
2.967,3.37,0-NONE ,1,10,3301149001,PAVEMENT,22,ASPHALT CONCRETE,
2.967,3.37,0-NONE ,1,12,3301149001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
2.967,3.37,0-NONE ,1,13,3301149001,DRAINAGE,,DITCH,
3.37,3.4,0-NONE ,1,9,3301149001,DRAINAGE,,DITCH,
3.37,3.4,0-NONE ,1,11,3301149001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
3.37,3.4,0-NONE ,1,13,3301149001,PAVEMENT,22,ASPHALT CONCRETE,
3.37,3.4,0-NONE ,1,15,3301149001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
3.37,3.4,0-NONE ,1,17,3301149001,DRAINAGE,,DITCH,
3.4,3.46,0-NONE ,1,9,3301149001,DRAINAGE,,CURB AND GUTTER,
3.4,3.46,0-NONE ,1,11,3301149001,SHOULDER (OUTSIDE),3,PORTLAND CEMENT CONCRETE,
3.4,3.46,0-NONE ,1,13,3301149001,PAVEMENT,22,PORTLAND CEMENT CONCRETE,
3.4,3.46,0-NONE ,1,15,3301149001,SHOULDER (OUTSIDE),3,PORTLAND CEMENT CONCRETE,
3.4,3.46,0-NONE ,1,17,3301149001,DRAINAGE,,CURB, GUTTER & SIDEWALK
3.46,3.57,0-NONE ,1,9,3301149001,DRAINAGE,,DITCH,
3.46,3.57,0-NONE ,1,11,3301149001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
3.46,3.57,0-NONE ,1,13,3301149001,PAVEMENT,22,ASPHALT CONCRETE,
3.46,3.57,0-NONE ,1,15,3301149001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
3.46,3.57,0-NONE ,1,17,3301149001,DRAINAGE,,DITCH,
3.57,6.6,0-NONE ,1,1,3301149001,DRAINAGE,,DITCH,
3.57,6.6,0-NONE ,1,2,3301149001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
3.57,6.6,0-NONE ,1,3,3301149001,PAVEMENT,22,ASPHALT CONCRETE,
3.57,6.6,0-NONE ,1,4,3301149001,SHOULDER (OUTSIDE),2,SOIL (DIRT),
3.57,6.6,0-NONE ,1,5,3301149001,DRAINAGE,,DITCH,
6.6,7.65,0-NONE ,1,1,3301149001,DRAINAGE,,DITCH,
6.6,7.65,0-NONE ,1,2,3301149001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
6.6,7.65,0-NONE ,1,3,3301149001,PAVEMENT,20,ASPHALT CONCRETE,
6.6,7.65,0-NONE ,1,4,3301149001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
6.6,7.65,0-NONE ,1,5,3301149001,DRAINAGE,,DITCH,
7.65,8.67,0-NONE ,1,1,3301149001,DRAINAGE,,DITCH,
7.65,8.67,0-NONE ,1,2,3301149001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
7.65,8.67,0-NONE ,1,3,3301149001,PAVEMENT,20,ASPHALT CONCRETE,
7.65,8.67,0-NONE ,1,4,3301149001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
7.65,8.67,0-NONE ,1,5,3301149001,DRAINAGE,,DITCH,
8.67,9.23,0-NONE ,1,1,3301149001,DRAINAGE,,DITCH,
8.67,9.23,0-NONE ,1,2,3301149001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
8.67,9.23,0-NONE ,1,3,3301149001,PAVEMENT,20,ASPHALT CONCRETE,
8.67,9.23,0-NONE ,1,4,3301149001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
8.67,9.23,0-NONE ,1,5,3301149001,DRAINAGE,,DITCH,
9.23,9.74,0-NONE ,1,1,3301149001,DRAINAGE,,DITCH,
9.23,9.74,0-NONE ,1,2,3301149001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
9.23,9.74,0-NONE ,1,3,3301149001,PAVEMENT,20,ASPHALT CONCRETE,
9.23,9.74,0-NONE ,1,4,3301149001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
9.23,9.74,0-NONE ,1,5,3301149001,DRAINAGE,,DITCH,
9.74,9.83,0-NONE ,1,9,3301149001,DRAINAGE,,DITCH,
9.74,9.83,0-NONE ,1,11,3301149001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
9.74,9.83,0-NONE ,1,13,3301149001,PAVEMENT,24,ASPHALT CONCRETE,
9.74,9.83,0-NONE ,1,15,3301149001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
9.74,9.83,0-NONE ,1,17,3301149001,DRAINAGE,,DITCH,
0,0.75,0-NONE ,1,8,3301151001,DRAINAGE,,DITCH,
0,0.75,0-NONE ,1,9,3301151001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.75,0-NONE ,1,10,3301151001,PAVEMENT,20,ASPHALT CONCRETE,
0,0.75,0-NONE ,1,12,3301151001,SHOULDER (OUTSIDE),3,GRAVEL,
0,0.75,0-NONE ,1,13,3301151001,DRAINAGE,,DITCH,
0.75,0.82,0-NONE ,1,9,3301151001,DRAINAGE,,DITCH,
0.75,0.82,0-NONE ,1,11,3301151001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
0.75,0.82,0-NONE ,1,13,3301151001,PAVEMENT,22,ASPHALT CONCRETE,
0.75,0.82,0-NONE ,1,15,3301151001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
0.75,0.82,0-NONE ,1,17,3301151001,DRAINAGE,,DITCH,
0.82,1.39,0-NONE ,1,9,3301151001,DRAINAGE,,DITCH,
0.82,1.39,0-NONE ,1,11,3301151001,SHOULDER (OUTSIDE),3,GRAVEL,
0.82,1.39,0-NONE ,1,13,3301151001,PAVEMENT,20,ASPHALT CONCRETE,
0.82,1.39,0-NONE ,1,15,3301151001,SHOULDER (OUTSIDE),3,GRAVEL,
0.82,1.39,0-NONE ,1,17,3301151001,DRAINAGE,,DITCH,
1.39,3.95,0-NONE ,1,8,3301151001,DRAINAGE,,DITCH,
1.39,3.95,0-NONE ,1,10,3301151001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
1.39,3.95,0-NONE ,1,11,3301151001,PAVEMENT,20,ASPHALT CONCRETE,
1.39,3.95,0-NONE ,1,12,3301151001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
1.39,3.95,0-NONE ,1,13,3301151001,DRAINAGE,,DITCH,
3.95,4.45,0-NONE ,1,1,3301151001,DRAINAGE,,DITCH,
3.95,4.45,0-NONE ,1,2,3301151001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
3.95,4.45,0-NONE ,1,3,3301151001,PAVEMENT,18,ASPHALT CONCRETE,
3.95,4.45,0-NONE ,1,4,3301151001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
3.95,4.45,0-NONE ,1,5,3301151001,DRAINAGE,,DITCH,
4.45,4.836,0-NONE ,1,1,3301151001,DRAINAGE,,DITCH,
4.45,4.836,0-NONE ,1,2,3301151001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
4.45,4.836,0-NONE ,1,3,3301151001,PAVEMENT,20,ASPHALT CONCRETE,
4.45,4.836,0-NONE ,1,4,3301151001,SHOULDER (OUTSIDE),1,SOIL (DIRT),
4.45,4.836,0-NONE ,1,5,3301151001,DRAINAGE,,DITCH,
4.836,6,0-NONE ,1,1,3301151001,DRAINAGE,,DITCH,
4.836,6,0-NONE ,1,2,3301151001,SHOULDER (OUTSIDE),2,GRAVEL,
4.836,6,0-NONE ,1,3,3301151001,PAVEMENT,22,BITUMINOUS SURFACE TREATED,
4.836,6,0-NONE ,1,4,3301151001,SHOULDER (OUTSIDE),2,GRAVEL,
4.836,6,0-NONE ,1,5,3301151001,DRAINAGE,,DITCH,
0,0.12,0-NONE ,2,8,3301151002,DRAINAGE,,DITCH,
0,0.12,0-NONE ,2,9,3301151002,SHOULDER (OUTSIDE),2,SOIL (DIRT),
0,0.12,0-NONE ,2,10,3301151002,PAVEMENT,16,BITUMINOUS SURFACE TREATED,
0,0.12,0-NONE ,2,12,3301151002,SHOULDER (OUTSIDE),2,SOIL (DIRT),
0,0.12,0-NONE ,2,13,3301151002,DRAINAGE,,DITCH,
0,0.95,0-NONE ,1,1,3301406001,DRAINAGE,,CURB AND GUTTER,
0,0.95,0-NONE ,1,2,3301406001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0,0.95,0-NONE ,1,4,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.95,0-NONE ,1,7,3301406001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
0,0.95,0-NONE ,1,10,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
0,0.95,0-NONE ,1,12,3301406001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
0,0.95,0-NONE ,1,13,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
0.95,2.16,0-NONE ,1,1,3301406001,DRAINAGE,,CURB AND GUTTER,
0.95,2.16,0-NONE ,1,2,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
0.95,2.16,0-NONE ,1,3,3301406001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
0.95,2.16,0-NONE ,1,4,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
0.95,2.16,0-NONE ,1,5,3301406001,DRAINAGE,,CURB AND GUTTER,
2.16,2.95,0-NONE ,1,1,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.16,2.95,0-NONE ,1,4,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
2.16,2.95,0-NONE ,1,7,3301406001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
2.16,2.95,0-NONE ,1,10,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
2.16,2.95,0-NONE ,1,13,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.95,3.12,0-NONE ,1,9,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
2.95,3.12,0-NONE ,1,11,3301406001,PAVEMENT,22,ASPHALT CONCRETE,
2.95,3.12,0-NONE ,1,13,3301406001,2-WAY LT.  TURN LN.,10,ASPHALT CONCRETE,
2.95,3.12,0-NONE ,1,15,3301406001,PAVEMENT,22,ASPHALT CONCRETE,
2.95,3.12,0-NONE ,1,16,3301406001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
2.95,3.12,0-NONE ,1,17,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
3.12,3.527,0-NONE ,1,1,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
3.12,3.527,0-NONE ,1,2,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
3.12,3.527,0-NONE ,1,3,3301406001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
3.12,3.527,0-NONE ,1,4,3301406001,PAVEMENT,24,ASPHALT CONCRETE,
3.12,3.527,0-NONE ,1,5,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
3.527,3.959,0-NONE ,1,1,3301406001,DRAINAGE,,CURB AND GUTTER,
3.527,3.959,0-NONE ,1,4,3301406001,PAVEMENT,23,ASPHALT CONCRETE,
3.527,3.959,0-NONE ,1,7,3301406001,2-WAY LT.  TURN LN.,11,ASPHALT CONCRETE,
3.527,3.959,0-NONE ,1,10,3301406001,PAVEMENT,26,ASPHALT CONCRETE,
3.527,3.959,0-NONE ,1,13,3301406001,DRAINAGE,,CURB, GUTTER & SIDEWALK
3.959,4.28,0-NONE ,1,8,3301406001,DRAINAGE,,DITCH,
3.959,4.28,0-NONE ,1,9,3301406001,SHOULDER (OUTSIDE),3,ASPHALT CONCRETE,
3.959,4.28,0-NONE ,1,10,3301406001,PAVEMENT,22,ASPHALT CONCRETE,
3.959,4.28,0-NONE ,1,11,3301406001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
3.959,4.28,0-NONE ,1,12,3301406001,PAVEMENT,22,ASPHALT CONCRETE,
