Grid_Num,cdotYieldCount,cdotStopCount,eTrimsYieldCount,eTrimsStopCount,trafficSignal,trafficSignalCount,coords,Longitudes,Latitudes,Center_Lat,Center_Long,yieldDifference,stopDifference
149,2,11,0,12,1,5,"-85.19849926074903, 35.01706859755325, -85.20094984232549, 35.01282406575484, -85.20585100547828, 35.01282406575484, -85.20830158705462, 35.01706859755325, -85.20585100547828, 35.021313129351654, -85.20094984232549, 35.021313129351654, -85.19849926074903, 35.01706859755325","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.20340042,2,1
150,0,27,0,19,1,2,"-85.1911475160199, 35.021313129351654, -85.1935980975963, 35.01706859755325, -85.19849926074903, 35.01706859755325, -85.20094984232549, 35.021313129351654, -85.19849926074903, 35.02555766115, -85.1935980975963, 35.02555766115, -85.1911475160199, 35.021313129351654","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.021313129351654, 35.01706859755325, 35.01706859755325, 35.021313129351654, 35.02555766115, 35.02555766115, 35.021313129351654",35.02131313,-85.19604868,0,8
151,10,5,2,4,1,3,"-85.1837957712907, 35.01706859755325, -85.18624635286704, 35.01282406575484, -85.1911475160199, 35.01282406575484, -85.1935980975963, 35.01706859755325, -85.1911475160199, 35.021313129351654, -85.18624635286704, 35.021313129351654, -85.1837957712907, 35.01706859755325","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.18869693,8,1
152,2,5,0,2,1,1,"-85.17644402656146, 35.021313129351654, -85.17889460813785, 35.01706859755325, -85.1837957712907, 35.01706859755325, -85.18624635286704, 35.021313129351654, -85.1837957712907, 35.02555766115, -85.17889460813785, 35.02555766115, -85.17644402656146, 35.021313129351654","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.021313129351654, 35.01706859755325, 35.01706859755325, 35.021313129351654, 35.02555766115, 35.02555766115, 35.021313129351654",35.02131313,-85.18134519,2,3
153,0,11,0,10,1,4,"-85.16909228183226, 35.01706859755325, -85.17154286340872, 35.01282406575484, -85.17644402656146, 35.01282406575484, -85.17889460813785, 35.01706859755325, -85.17644402656146, 35.021313129351654, -85.17154286340872, 35.021313129351654, -85.16909228183226, 35.01706859755325","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.17399344,0,1
154,2,8,0,8,1,1,"-85.16174053710313, 35.021313129351654, -85.16419111867953, 35.01706859755325, -85.16909228183226, 35.01706859755325, -85.17154286340872, 35.021313129351654, -85.16909228183226, 35.02555766115, -85.16419111867953, 35.02555766115, -85.16174053710313, 35.021313129351654","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.021313129351654, 35.01706859755325, 35.01706859755325, 35.021313129351654, 35.02555766115, 35.02555766115, 35.021313129351654",35.02131313,-85.1666417,2,0
155,1,10,1,8,0,0,"-85.15438879237394, 35.01706859755325, -85.15683937395028, 35.01282406575484, -85.16174053710313, 35.01282406575484, -85.16419111867953, 35.01706859755325, -85.16174053710313, 35.021313129351654, -85.15683937395028, 35.021313129351654, -85.15438879237394, 35.01706859755325","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.15928996,0,2
156,4,4,4,4,0,0,"-85.14703704764469, 35.021313129351654, -85.14948762922103, 35.01706859755325, -85.15438879237388, 35.01706859755325, -85.15683937395028, 35.021313129351654, -85.15438879237388, 35.02555766115, -85.14948762922103, 35.02555766115, -85.14703704764469, 35.021313129351654","-85.14703704764469, -85.14948762922103, -85.15438879237388, -85.15683937395028, -85.15438879237388, -85.14948762922103, -85.14703704764469","35.021313129351654, 35.01706859755325, 35.01706859755325, 35.021313129351654, 35.02555766115, 35.02555766115, 35.021313129351654",35.02131313,-85.15193821,0,0
157,0,5,0,4,0,0,"-85.13968530291544, 35.01706859755325, -85.14213588449195, 35.01282406575484, -85.14703704764469, 35.01282406575484, -85.14948762922103, 35.01706859755325, -85.14703704764469, 35.021313129351654, -85.14213588449195, 35.021313129351654, -85.13968530291544, 35.01706859755325","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.14458647,0,1
158,8,4,8,3,0,0,"-85.13233355818636, 35.021313129351654, -85.1347841397627, 35.01706859755325, -85.13968530291544, 35.01706859755325, -85.14213588449195, 35.021313129351654, -85.13968530291544, 35.02555766115, -85.1347841397627, 35.02555766115, -85.13233355818636, 35.021313129351654","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.021313129351654, 35.01706859755325, 35.01706859755325, 35.021313129351654, 35.02555766115, 35.02555766115, 35.021313129351654",35.02131313,-85.13723472,0,1
159,0,9,0,5,0,0,"-85.12498181345711, 35.01706859755325, -85.12743239503351, 35.01282406575484, -85.13233355818636, 35.01282406575484, -85.1347841397627, 35.01706859755325, -85.13233355818636, 35.021313129351654, -85.12743239503351, 35.021313129351654, -85.12498181345711, 35.01706859755325","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.12988298,0,4
160,1,9,1,6,0,0,"-85.11763006872792, 35.021313129351654, -85.12008065030426, 35.01706859755325, -85.12498181345711, 35.01706859755325, -85.12743239503351, 35.021313129351654, -85.12498181345711, 35.02555766115, -85.12008065030426, 35.02555766115, -85.11763006872792, 35.021313129351654","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.021313129351654, 35.01706859755325, 35.01706859755325, 35.021313129351654, 35.02555766115, 35.02555766115, 35.021313129351654",35.02131313,-85.12253123,0,3
161,0,1,0,4,0,0,"-85.11027832399867, 35.01706859755325, -85.11272890557512, 35.01282406575484, -85.11763006872792, 35.01282406575484, -85.12008065030426, 35.01706859755325, -85.11763006872792, 35.021313129351654, -85.11272890557512, 35.021313129351654, -85.11027832399867, 35.01706859755325","-85.11027832399867, -85.11272890557512, -85.11763006872792, -85.12008065030426, -85.11763006872792, -85.11272890557512, -85.11027832399867","35.01706859755325, 35.01282406575484, 35.01282406575484, 35.01706859755325, 35.021313129351654, 35.021313129351654, 35.01706859755325",35.0170686,-85.11517949,0,3
162,0,0,0,1,0,0,"-85.40434811316652, 35.02555766115, -85.40679869474286, 35.021313129351654, -85.41169985789571, 35.021313129351654, -85.41415043947211, 35.02555766115, -85.41169985789571, 35.02980219294841, -85.40679869474286, 35.02980219294841, -85.40434811316652, 35.02555766115","-85.40434811316652, -85.40679869474286, -85.41169985789571, -85.41415043947211, -85.41169985789571, -85.40679869474286, -85.40434811316652","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.40924928,0,1
163,0,2,0,3,0,0,"-85.39699636843727, 35.02980219294841, -85.39944695001367, 35.02555766115, -85.40434811316652, 35.02555766115, -85.40679869474286, 35.02980219294841, -85.40434811316652, 35.034046724746986, -85.39944695001367, 35.034046724746986, -85.39699636843727, 35.02980219294841","-85.39699636843727, -85.39944695001367, -85.40434811316652, -85.40679869474286, -85.40434811316652, -85.39944695001367, -85.39699636843727","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.40189753,0,1
164,0,3,0,3,0,0,"-85.38964462370808, 35.02555766115, -85.39209520528453, 35.021313129351654, -85.39699636843727, 35.021313129351654, -85.39944695001367, 35.02555766115, -85.39699636843727, 35.02980219294841, -85.39209520528453, 35.02980219294841, -85.38964462370808, 35.02555766115","-85.38964462370808, -85.39209520528453, -85.39699636843727, -85.39944695001367, -85.39699636843727, -85.39209520528453, -85.38964462370808","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.39454579,0,0
165,0,0,0,0,0,0,"-85.38229287897894, 35.02980219294841, -85.38474346055534, 35.02555766115, -85.38964462370808, 35.02555766115, -85.39209520528453, 35.02980219294841, -85.38964462370808, 35.034046724746986, -85.38474346055534, 35.034046724746986, -85.38229287897894, 35.02980219294841","-85.38229287897894, -85.38474346055534, -85.38964462370808, -85.39209520528453, -85.38964462370808, -85.38474346055534, -85.38229287897894","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.38719404,0,0
166,0,2,0,3,0,0,"-85.37494113424975, 35.02555766115, -85.37739171582609, 35.021313129351654, -85.38229287897894, 35.021313129351654, -85.38474346055534, 35.02555766115, -85.38229287897894, 35.02980219294841, -85.37739171582609, 35.02980219294841, -85.37494113424975, 35.02555766115","-85.37494113424975, -85.37739171582609, -85.38229287897894, -85.38474346055534, -85.38229287897894, -85.37739171582609, -85.37494113424975","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.3798423,0,1
167,0,12,0,9,0,0,"-85.3675893895205, 35.02980219294841, -85.37003997109684, 35.02555766115, -85.37494113424975, 35.02555766115, -85.37739171582609, 35.02980219294841, -85.37494113424975, 35.034046724746986, -85.37003997109684, 35.034046724746986, -85.3675893895205, 35.02980219294841","-85.3675893895205, -85.37003997109684, -85.37494113424975, -85.37739171582609, -85.37494113424975, -85.37003997109684, -85.3675893895205","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.37249055,0,3
168,1,5,0,4,1,1,"-85.36023764479137, 35.02555766115, -85.36268822636777, 35.021313129351654, -85.3675893895205, 35.021313129351654, -85.37003997109684, 35.02555766115, -85.3675893895205, 35.02980219294841, -85.36268822636777, 35.02980219294841, -85.36023764479137, 35.02555766115","-85.36023764479137, -85.36268822636777, -85.3675893895205, -85.37003997109684, -85.3675893895205, -85.36268822636777, -85.36023764479137","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.36513881,1,1
169,0,0,0,0,0,0,"-85.35288590006218, 35.02980219294841, -85.35533648163857, 35.02555766115, -85.36023764479137, 35.02555766115, -85.36268822636777, 35.02980219294841, -85.36023764479137, 35.034046724746986, -85.35533648163857, 35.034046724746986, -85.35288590006218, 35.02980219294841","-85.35288590006218, -85.35533648163857, -85.36023764479137, -85.36268822636777, -85.36023764479137, -85.35533648163857, -85.35288590006218","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.35778706,0,0
170,0,0,0,0,0,0,"-85.34553415533298, 35.02555766115, -85.34798473690932, 35.021313129351654, -85.35288590006218, 35.021313129351654, -85.35533648163857, 35.02555766115, -85.35288590006218, 35.02980219294841, -85.34798473690932, 35.02980219294841, -85.34553415533298, 35.02555766115","-85.34553415533298, -85.34798473690932, -85.35288590006218, -85.35533648163857, -85.35288590006218, -85.34798473690932, -85.34553415533298","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.35043532,0,0
171,0,0,0,0,0,0,"-85.33818241060374, 35.02980219294841, -85.34063299218019, 35.02555766115, -85.34553415533298, 35.02555766115, -85.34798473690932, 35.02980219294841, -85.34553415533298, 35.034046724746986, -85.34063299218019, 35.034046724746986, -85.33818241060374, 35.02980219294841","-85.33818241060374, -85.34063299218019, -85.34553415533298, -85.34798473690932, -85.34553415533298, -85.34063299218019, -85.33818241060374","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.34308357,0,0
172,0,0,0,0,0,0,"-85.3308306658746, 35.02555766115, -85.333281247451, 35.021313129351654, -85.33818241060374, 35.021313129351654, -85.34063299218019, 35.02555766115, -85.33818241060374, 35.02980219294841, -85.333281247451, 35.02980219294841, -85.3308306658746, 35.02555766115","-85.3308306658746, -85.333281247451, -85.33818241060374, -85.34063299218019, -85.33818241060374, -85.333281247451, -85.3308306658746","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.33573183,0,0
173,0,7,0,5,0,0,"-85.31612717641616, 35.02555766115, -85.31857775799256, 35.021313129351654, -85.32347892114541, 35.021313129351654, -85.32592950272175, 35.02555766115, -85.32347892114541, 35.02980219294841, -85.31857775799256, 35.02980219294841, -85.31612717641616, 35.02555766115","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.32102834,0,2
174,0,45,0,22,1,12,"-85.30877543168691, 35.02980219294841, -85.31122601326342, 35.02555766115, -85.31612717641616, 35.02555766115, -85.31857775799256, 35.02980219294841, -85.31612717641616, 35.034046724746986, -85.31122601326342, 35.034046724746986, -85.30877543168691, 35.02980219294841","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.31367659,0,23
175,1,1,0,2,0,0,"-85.30142368695783, 35.02555766115, -85.30387426853423, 35.021313129351654, -85.30877543168691, 35.021313129351654, -85.31122601326342, 35.02555766115, -85.30877543168691, 35.02980219294841, -85.30387426853423, 35.02980219294841, -85.30142368695783, 35.02555766115","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",35.02555766,-85.30632485,1,1
176,0,29,0,23,1,4,"-85.29407194222858, 35.02980219294841, -85.29652252380498, 35.02555766115, -85.30142368695783, 35.02555766115, -85.30387426853417, 35.02980219294841, -85.30142368695783, 35.034046724746986, -85.29652252380498, 35.034046724746986, -85.29407194222858, 35.02980219294841","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",35.02980219,-85.29897311,0,6
